timestamp_s,s1_dbm,s2_dbm,dir,probe_V,step_V,offset_V
70.013,-41.868,-88.097,←,0.0734,0.00367,2.03849
70.875,-41.874,-92.649,←,0.0200,0.00000,2.03849
71.745,-41.884,-84.123,←,0.1000,0.00764,2.03085
72.625,-41.875,-101.579,←,0.0200,0.00000,2.03085
73.493,-41.853,-87.528,←,0.0847,0.00424,2.02661
74.374,-41.840,-87.398,←,0.0874,0.00437,2.02224
75.255,-41.813,-93.767,←,0.0200,0.00000,2.02224
76.124,-41.794,-84.484,←,0.1000,0.00728,2.01496
77.001,-41.770,-84.419,←,0.1000,0.00735,2.00761
77.874,-41.763,-88.121,←,0.0729,0.00364,2.00397
78.748,-41.768,-87.604,←,0.0832,0.00416,1.99981
79.621,-41.742,-84.648,→,0.1000,0.00712,2.00693
80.505,-41.755,-94.970,←,0.0200,0.00000,2.00693
81.379,-41.773,-88.848,→,0.0584,0.00292,2.00984
82.255,-41.793,-99.361,←,0.0200,0.00000,2.00984
83.130,-41.804,-90.575,→,0.0238,0.00000,2.00984
84.000,-41.805,-88.214,←,0.0710,0.00355,2.00629
84.882,-41.819,-87.589,→,0.0835,0.00418,2.01047
85.749,-41.839,-90.379,→,0.0277,0.00000,2.01047
86.628,-41.845,-88.455,←,0.0662,0.00331,2.00716
87.505,-41.853,-88.537,→,0.0646,0.00323,2.01039
88.376,-41.874,-97.144,←,0.0200,0.00000,2.01039
89.251,-41.872,-92.838,←,0.0200,0.00000,2.01039
90.131,-41.867,-93.585,←,0.0200,0.00000,2.01039
90.996,-41.852,-86.836,←,0.0986,0.00493,2.00546
91.872,-41.838,-83.511,←,0.1000,0.00825,1.99720
92.746,-41.821,-86.791,←,0.0995,0.00497,1.99223
93.620,-41.797,-85.502,→,0.1000,0.00626,1.99849
94.500,-41.779,-84.507,←,0.1000,0.00726,1.99123
95.382,-41.789,-91.601,←,0.0200,0.00000,1.99123
96.258,-41.784,-83.630,←,0.1000,0.00814,1.98310
97.130,-41.761,-84.861,←,0.1000,0.00690,1.97619
98.005,-41.748,-90.975,←,0.0200,0.00000,1.97619
98.883,-41.772,-84.378,→,0.1000,0.00739,1.98358
99.762,-41.757,-88.265,→,0.0700,0.00350,1.98708
100.630,-41.783,-88.680,→,0.0617,0.00309,1.99017
101.514,-41.798,-91.659,→,0.0200,0.00000,1.99017
102.386,-41.803,-87.854,→,0.0782,0.00391,1.99408
103.254,-41.830,-87.373,→,0.0878,0.00439,1.99847
104.136,-41.829,-89.699,←,0.0413,0.00207,1.99640
105.010,-41.840,-90.874,→,0.0200,0.00000,1.99640
105.889,-41.862,-88.664,→,0.0620,0.00310,1.99950
106.761,-41.860,-92.259,←,0.0200,0.00000,1.99950
107.634,-41.866,-91.415,→,0.0200,0.00000,1.99950
108.520,-41.876,-86.232,→,0.1000,0.00553,2.00504
109.388,-41.859,-85.943,←,0.1000,0.00582,1.99921
110.263,-41.854,-96.300,←,0.0200,0.00000,1.99921
111.132,-41.821,-89.415,←,0.0470,0.00235,1.99686
112.012,-41.801,-83.003,←,0.1000,0.00876,1.98810
112.887,-41.774,-85.052,←,0.1000,0.00671,1.98139
113.769,-41.767,-97.625,←,0.0200,0.00000,1.98139
114.641,-41.755,-83.562,←,0.1000,0.00820,1.97319
115.521,-41.758,-82.686,→,0.1000,0.00908,1.98227
116.394,-41.755,-96.186,←,0.0200,0.00000,1.98227
117.264,-41.756,-93.018,→,0.0200,0.00000,1.98227
118.145,-41.760,-89.327,→,0.0488,0.00244,1.98470
119.020,-41.771,-94.968,←,0.0200,0.00000,1.98470
119.889,-41.773,-90.641,→,0.0225,0.00000,1.98470
120.767,-41.808,-90.306,→,0.0292,0.00000,1.98470
121.648,-41.812,-85.983,←,0.1000,0.00578,1.97892
122.524,-41.843,-89.297,←,0.0494,0.00247,1.97645
123.389,-41.846,-86.902,→,0.0973,0.00486,1.98132
124.275,-41.859,-93.043,←,0.0200,0.00000,1.98132
125.145,-41.875,-85.734,→,0.1000,0.00603,1.98735
126.026,-41.865,-86.212,→,0.1000,0.00555,1.99290
126.897,-41.880,-82.623,→,0.1000,0.00914,2.00204
127.771,-41.849,-95.619,←,0.0200,0.00000,2.00204
128.642,-41.868,-83.522,→,0.1000,0.00824,2.01029
129.518,-41.843,-86.266,←,0.1000,0.00550,2.00479
130.393,-41.810,-86.668,←,0.1000,0.00510,1.99969
131.272,-41.803,-83.772,→,0.1000,0.00799,2.00768
132.145,-41.773,-86.859,←,0.0981,0.00491,2.00278
133.017,-41.770,-89.746,←,0.0404,0.00202,2.00076
133.893,-41.758,-83.687,→,0.1000,0.00808,2.00884
134.769,-41.756,-87.452,←,0.0863,0.00431,2.00452
135.640,-41.769,-95.049,←,0.0200,0.00000,2.00452
136.522,-41.766,-93.591,→,0.0200,0.00000,2.00452
137.398,-41.776,-93.032,←,0.0200,0.00000,2.00452
138.270,-41.808,-90.832,→,0.0200,0.00000,2.00452
139.149,-41.814,-89.539,→,0.0445,0.00223,2.00675
140.018,-41.822,-97.245,←,0.0200,0.00000,2.00675
140.895,-41.848,-89.475,←,0.0458,0.00229,2.00446
141.771,-41.852,-86.496,→,0.1000,0.00527,2.00973
142.648,-41.858,-93.297,←,0.0200,0.00000,2.00973
143.525,-41.870,-104.960,←,0.0200,0.00000,2.00973
144.389,-41.871,-92.761,→,0.0200,0.00000,2.00973
145.275,-41.863,-85.894,→,0.1000,0.00587,2.01560
146.153,-41.858,-87.434,←,0.0866,0.00433,2.01127
147.023,-41.854,-90.022,←,0.0349,0.00000,2.01127
147.899,-41.830,-88.506,←,0.0652,0.00326,2.00801
148.776,-41.817,-93.754,←,0.0200,0.00000,2.00801
149.648,-41.805,-83.457,←,0.1000,0.00831,1.99970
150.524,-41.774,-88.646,←,0.0624,0.00312,1.99658
151.395,-41.776,-84.623,→,0.1000,0.00714,2.00372
152.274,-41.744,-96.521,←,0.0200,0.00000,2.00372
153.140,-41.758,-92.556,←,0.0200,0.00000,2.00372
154.020,-41.764,-85.869,→,0.1000,0.00590,2.00962
154.891,-41.749,-95.907,←,0.0200,0.00000,2.00962
155.766,-41.763,-87.851,→,0.0783,0.00391,2.01354
156.643,-41.773,-89.272,→,0.0499,0.00249,2.01603
157.520,-41.793,-93.686,←,0.0200,0.00000,2.01603
158.398,-41.826,-88.842,←,0.0585,0.00292,2.01311
159.272,-41.827,-91.080,←,0.0200,0.00000,2.01311
160.160,-41.847,-88.654,→,0.0622,0.00311,2.01622
161.020,-41.856,-88.996,→,0.0554,0.00277,2.01899
161.899,-41.878,-87.486,→,0.0856,0.00428,2.02327
162.773,-41.888,-97.857,→,0.0200,0.00000,2.02327
163.642,-41.894,-83.379,→,0.1000,0.00839,2.03165
164.528,-41.872,-86.388,→,0.1000,0.00538,2.03703
165.399,-41.861,-92.834,←,0.0200,0.00000,2.03703
166.272,-41.844,-89.064,←,0.0540,0.00270,2.03433
167.146,-41.827,-87.699,←,0.0813,0.00407,2.03026
168.016,-41.814,-84.320,←,0.1000,0.00745,2.02282
168.894,-41.786,-85.228,←,0.1000,0.00654,2.01628
169.775,-41.779,-87.982,←,0.0757,0.00378,2.01249
170.650,-41.767,-84.779,←,0.1000,0.00699,2.00551
171.516,-41.775,-102.982,←,0.0200,0.00000,2.00551
172.391,-41.769,-86.502,→,0.1000,0.00526,2.01077
173.386,-41.771,-88.878,←,0.0578,0.00289,2.00788
174.258,-41.774,-88.809,→,0.0591,0.00296,2.01084
175.156,-41.795,-94.368,←,0.0200,0.00000,2.01084
176.047,-41.810,-91.238,→,0.0200,0.00000,2.01084
176.998,-41.819,-89.626,→,0.0428,0.00214,2.01298
177.890,-41.835,-90.191,→,0.0315,0.00000,2.01298
178.760,-41.852,-86.291,→,0.1000,0.00547,2.01845
179.639,-41.871,-92.989,→,0.0200,0.00000,2.01845
180.529,-41.873,-89.289,→,0.0495,0.00248,2.02093
181.522,-41.866,-88.651,←,0.0623,0.00311,2.01782
182.595,-41.882,-86.219,←,0.1000,0.00555,2.01227
183.487,-41.867,-88.688,←,0.0615,0.00308,2.00919
184.564,-41.842,-86.024,←,0.1000,0.00574,2.00345
185.441,-41.826,-87.052,←,0.0943,0.00471,1.99874
186.333,-41.807,-92.805,←,0.0200,0.00000,1.99874
187.407,-41.770,-88.984,←,0.0556,0.00278,1.99596
188.282,-41.762,-86.231,→,0.1000,0.00553,2.00149
189.178,-41.758,-85.962,→,0.1000,0.00580,2.00729
190.131,-41.766,-83.933,→,0.1000,0.00783,2.01513
191.023,-41.772,-91.801,←,0.0200,0.00000,2.01513
192.096,-41.777,-90.167,→,0.0320,0.00000,2.01513
193.001,-41.788,-88.388,→,0.0675,0.00338,2.01850
194.067,-41.806,-91.299,→,0.0200,0.00000,2.01850
194.938,-41.820,-86.988,→,0.0956,0.00478,2.02328
195.841,-41.826,-90.056,←,0.0342,0.00000,2.02328
196.798,-41.836,-89.119,←,0.0529,0.00265,2.02063
197.692,-41.851,-94.108,→,0.0200,0.00000,2.02063
198.761,-41.879,-99.385,←,0.0200,0.00000,2.02063
199.647,-41.883,-93.336,←,0.0200,0.00000,2.02063
200.526,-41.894,-85.342,→,0.1000,0.00642,2.02706
201.392,-41.882,-85.881,←,0.1000,0.00588,2.02117
202.282,-41.867,-93.826,←,0.0200,0.00000,2.02117
203.173,-41.847,-85.280,←,0.1000,0.00649,2.01469
204.132,-41.814,-83.987,←,0.1000,0.00778,2.00691
205.031,-41.819,-84.246,→,0.1000,0.00752,2.01443
205.994,-41.785,-96.658,←,0.0200,0.00000,2.01443
206.880,-41.766,-88.595,←,0.0634,0.00317,2.01126
207.763,-41.751,-88.616,←,0.0630,0.00315,2.00811
208.744,-41.762,-84.983,→,0.1000,0.00678,2.01489
209.983,-41.765,-95.291,←,0.0200,0.00000,2.01489
210.907,-41.781,-88.386,→,0.0676,0.00338,2.01827
211.794,-41.783,-91.563,→,0.0200,0.00000,2.01827
212.699,-41.802,-88.268,←,0.0700,0.00350,2.01477
213.644,-41.812,-87.420,←,0.0869,0.00435,2.01043
214.522,-41.822,-88.799,←,0.0593,0.00297,2.00746
215.406,-41.851,-87.959,←,0.0761,0.00381,2.00365
216.288,-41.867,-88.774,→,0.0598,0.00299,2.00664
217.545,-41.878,-87.998,→,0.0753,0.00377,2.01041
218.452,-41.880,-90.304,→,0.0292,0.00000,2.01041
219.332,-41.882,-91.244,→,0.0200,0.00000,2.01041
220.233,-41.871,-88.853,←,0.0582,0.00291,2.00750
221.185,-41.861,-86.834,←,0.0986,0.00493,2.00257
222.053,-41.837,-92.725,←,0.0200,0.00000,2.00257
222.942,-41.818,-85.000,←,0.1000,0.00677,1.99580
223.849,-41.794,-90.525,←,0.0248,0.00000,1.99580
224.809,-41.778,-84.600,←,0.1000,0.00717,1.98864
225.692,-41.773,-82.776,←,0.1000,0.00899,1.97965
226.558,-41.764,-88.408,←,0.0671,0.00336,1.97629
227.434,-41.769,-86.098,→,0.1000,0.00567,1.98196
228.290,-41.774,-85.344,→,0.1000,0.00642,1.98838
229.185,-41.771,-90.999,←,0.0200,0.00000,1.98838
230.067,-41.795,-90.889,→,0.0200,0.00000,1.98838
231.150,-41.809,-90.104,→,0.0332,0.00000,1.98838
232.032,-41.820,-90.437,←,0.0266,0.00000,1.98838
232.899,-41.827,-88.079,→,0.0737,0.00369,1.99206
233.769,-41.840,-108.821,←,0.0200,0.00000,1.99206
234.663,-41.846,-92.606,←,0.0200,0.00000,1.99206
235.557,-41.868,-89.495,←,0.0454,0.00227,1.98979
236.509,-41.869,-87.928,→,0.0767,0.00384,1.99363
237.401,-41.866,-94.630,←,0.0200,0.00000,1.99363
238.357,-41.855,-90.959,←,0.0200,0.00000,1.99363
239.246,-41.856,-87.118,←,0.0930,0.00465,1.98898
240.138,-41.834,-87.256,←,0.0902,0.00451,1.98447
241.108,-41.821,-86.757,←,0.1000,0.00501,1.97947
241.986,-41.795,-84.352,←,0.1000,0.00741,1.97205
242.857,-41.789,-83.511,←,0.1000,0.00825,1.96380
243.733,-41.780,-91.338,→,0.0200,0.00000,1.96380
244.641,-41.762,-92.788,←,0.0200,0.00000,1.96380
245.583,-41.757,-85.373,→,0.1000,0.00639,1.97019
246.471,-41.780,-87.235,←,0.0906,0.00453,1.96566
247.356,-41.760,-90.483,→,0.0257,0.00000,1.96566
248.435,-41.785,-88.578,→,0.0637,0.00319,1.96885
249.321,-41.797,-94.816,←,0.0200,0.00000,1.96885
250.721,-41.815,-100.832,←,0.0200,0.00000,1.96885
251.617,-41.840,-94.034,←,0.0200,0.00000,1.96885
252.709,-41.843,-92.185,←,0.0200,0.00000,1.96885
253.787,-41.851,-91.657,←,0.0200,0.00000,1.96885
254.664,-41.876,-90.048,→,0.0343,0.00000,1.96885
255.549,-41.880,-91.710,←,0.0200,0.00000,1.96885
256.436,-41.863,-92.685,←,0.0200,0.00000,1.96885
257.499,-41.856,-88.288,←,0.0696,0.00348,1.96537
258.385,-41.853,-90.664,←,0.0220,0.00000,1.96537
259.266,-41.826,-94.865,→,0.0200,0.00000,1.96537
260.360,-41.816,-85.563,←,0.1000,0.00620,1.95917
261.243,-41.790,-94.630,←,0.0200,0.00000,1.95917
262.214,-41.786,-82.966,→,0.1000,0.00880,1.96797
263.100,-41.758,-91.987,←,0.0200,0.00000,1.96797
264.184,-41.742,-94.243,←,0.0200,0.00000,1.96797
265.080,-41.764,-95.915,←,0.0200,0.00000,1.96797
266.147,-41.782,-89.530,→,0.0447,0.00224,1.97020
267.010,-41.789,-92.055,→,0.0200,0.00000,1.97020
267.909,-41.798,-94.337,←,0.0200,0.00000,1.97020
268.796,-41.808,-89.396,←,0.0474,0.00237,1.96783
269.785,-41.836,-92.436,←,0.0200,0.00000,1.96783
270.747,-41.846,-91.841,→,0.0200,0.00000,1.96783
271.617,-41.864,-89.935,→,0.0366,0.00000,1.96783
272.498,-41.868,-89.732,→,0.0407,0.00203,1.96987
273.396,-41.875,-88.234,←,0.0706,0.00353,1.96633
274.348,-41.884,-85.528,→,0.1000,0.00624,1.97257
275.234,-41.860,-91.717,→,0.0200,0.00000,1.97257
276.110,-41.855,-94.820,←,0.0200,0.00000,1.97257
277.008,-41.849,-97.290,←,0.0200,0.00000,1.97257
277.941,-41.823,-99.562,←,0.0200,0.00000,1.97257
278.829,-41.815,-86.579,←,0.1000,0.00519,1.96738
279.707,-41.778,-85.880,→,0.1000,0.00589,1.97327
280.591,-41.765,-92.519,←,0.0200,0.00000,1.97327
281.443,-41.760,-86.549,→,0.1000,0.00522,1.97849
282.326,-41.761,-104.613,←,0.0200,0.00000,1.97849
283.208,-41.747,-89.990,→,0.0355,0.00000,1.97849
284.090,-41.764,-87.727,→,0.0808,0.00404,1.98253
284.987,-41.778,-94.374,←,0.0200,0.00000,1.98253
285.945,-41.790,-90.822,←,0.0200,0.00000,1.98253
286.817,-41.800,-89.797,→,0.0394,0.00000,1.98253
287.718,-41.818,-93.164,←,0.0200,0.00000,1.98253
288.673,-41.829,-90.469,→,0.0259,0.00000,1.98253
289.559,-41.850,-89.027,→,0.0548,0.00274,1.98526
290.439,-41.864,-87.543,→,0.0844,0.00422,1.98949
291.331,-41.875,-85.361,→,0.1000,0.00640,1.99589
292.326,-41.876,-88.844,→,0.0584,0.00292,1.99881
293.266,-41.872,-86.932,←,0.0967,0.00483,1.99398
294.146,-41.878,-89.450,←,0.0463,0.00232,1.99166
295.041,-41.856,-91.904,←,0.0200,0.00000,1.99166
296.121,-41.834,-94.675,←,0.0200,0.00000,1.99166
297.007,-41.814,-84.924,←,0.1000,0.00684,1.98482
297.882,-41.789,-83.354,←,0.1000,0.00841,1.97641
298.949,-41.772,-93.878,←,0.0200,0.00000,1.97641
299.844,-41.760,-93.551,←,0.0200,0.00000,1.97641
300.719,-41.771,-84.382,→,0.1000,0.00738,1.98379
301.610,-41.773,-103.038,←,0.0200,0.00000,1.98379
302.687,-41.770,-87.688,→,0.0816,0.00408,1.98787
303.580,-41.779,-88.566,→,0.0640,0.00320,1.99107
304.647,-41.801,-95.302,←,0.0200,0.00000,1.99107
305.539,-41.802,-91.619,←,0.0200,0.00000,1.99107
306.396,-41.825,-89.250,→,0.0503,0.00252,1.99359
307.285,-41.841,-92.145,←,0.0200,0.00000,1.99359
308.159,-41.855,-94.039,←,0.0200,0.00000,1.99359
309.040,-41.874,-89.025,←,0.0548,0.00274,1.99084
310.042,-41.869,-96.935,←,0.0200,0.00000,1.99084
310.978,-41.874,-86.042,←,0.1000,0.00572,1.98512
311.868,-41.861,-91.537,→,0.0200,0.00000,1.98512
312.741,-41.890,-83.973,→,0.1000,0.00779,1.99291
313.617,-41.854,-86.356,←,0.1000,0.00541,1.98750
314.505,-41.832,-95.912,←,0.0200,0.00000,1.98750
315.359,-41.821,-84.881,←,0.1000,0.00688,1.98062
316.250,-41.795,-84.334,←,0.1000,0.00743,1.97319
317.136,-41.757,-87.290,←,0.0895,0.00448,1.96871
318.134,-41.758,-84.712,→,0.1000,0.00705,1.97577
319.089,-41.748,-88.099,←,0.0733,0.00367,1.97210
319.985,-41.746,-85.218,→,0.1000,0.00655,1.97865
321.052,-41.775,-89.595,→,0.0434,0.00217,1.98082
321.932,-41.783,-86.981,→,0.0957,0.00478,1.98560
322.816,-41.796,-90.193,→,0.0314,0.00000,1.98560
323.682,-41.800,-87.854,→,0.0782,0.00391,1.98951
324.554,-41.838,-88.995,→,0.0554,0.00277,1.99228
325.461,-41.833,-88.229,←,0.0707,0.00354,1.98875
326.415,-41.844,-98.444,←,0.0200,0.00000,1.98875
327.305,-41.854,-90.269,→,0.0299,0.00000,1.98875
328.256,-41.849,-93.599,←,0.0200,0.00000,1.98875
329.143,-41.872,-95.955,←,0.0200,0.00000,1.98875
330.034,-41.887,-106.670,←,0.0200,0.00000,1.98875
330.914,-41.847,-102.922,←,0.0200,0.00000,1.98875
331.986,-41.858,-97.400,←,0.0200,0.00000,1.98875
332.855,-41.831,-86.839,←,0.0985,0.00493,1.98382
333.736,-41.798,-86.527,←,0.1000,0.00524,1.97858
334.621,-41.795,-86.913,→,0.0971,0.00485,1.98344
335.503,-41.757,-84.182,←,0.1000,0.00758,1.97585
336.391,-41.760,-82.763,→,0.1000,0.00900,1.98486
337.346,-41.760,-90.862,→,0.0200,0.00000,1.98486
338.235,-41.761,-86.341,→,0.1000,0.00542,1.99028
339.108,-41.759,-94.605,←,0.0200,0.00000,1.99028
340.002,-41.773,-90.536,←,0.0246,0.00000,1.99028
340.956,-41.794,-89.159,←,0.0521,0.00261,1.98767
341.848,-41.791,-91.601,←,0.0200,0.00000,1.98767
342.928,-41.817,-88.824,→,0.0588,0.00294,1.99061
343.836,-41.837,-87.631,→,0.0827,0.00413,1.99475
344.786,-41.849,-96.334,←,0.0200,0.00000,1.99475
345.655,-41.839,-89.248,→,0.0503,0.00252,1.99727
346.540,-41.857,-93.226,→,0.0200,0.00000,1.99727
347.429,-41.864,-97.925,→,0.0200,0.00000,1.99727
348.517,-41.862,-86.804,←,0.0992,0.00496,1.99230
349.394,-41.860,-85.955,→,0.1000,0.00581,1.99811
350.290,-41.859,-92.430,←,0.0200,0.00000,1.99811
351.227,-41.828,-88.151,←,0.0723,0.00361,1.99450
352.121,-41.823,-84.564,←,0.1000,0.00720,1.98730
352.981,-41.808,-82.264,←,0.1000,0.00950,1.97780
353.866,-41.775,-96.490,←,0.0200,0.00000,1.97780
354.744,-41.771,-84.171,→,0.1000,0.00759,1.98539
355.651,-41.762,-94.950,←,0.0200,0.00000,1.98539
356.590,-41.748,-91.605,→,0.0200,0.00000,1.98539
357.458,-41.769,-88.238,→,0.0705,0.00353,1.98892
358.356,-41.773,-89.146,→,0.0524,0.00262,1.99154
359.231,-41.796,-93.655,→,0.0200,0.00000,1.99154
360.134,-41.805,-88.825,←,0.0588,0.00294,1.98860
361.084,-41.809,-96.893,←,0.0200,0.00000,1.98860
361.956,-41.825,-88.545,→,0.0644,0.00322,1.99182
362.839,-41.822,-91.535,←,0.0200,0.00000,1.99182
363.735,-41.852,-96.869,←,0.0200,0.00000,1.99182
364.890,-41.864,-88.146,→,0.0724,0.00362,1.99544
365.787,-41.873,-91.140,→,0.0200,0.00000,1.99544
366.667,-41.873,-85.795,←,0.1000,0.00597,1.98947
367.566,-41.853,-91.969,←,0.0200,0.00000,1.98947
368.532,-41.852,-83.114,←,0.1000,0.00865,1.98082
369.398,-41.850,-97.728,←,0.0200,0.00000,1.98082
370.306,-41.842,-96.430,←,0.0200,0.00000,1.98082
371.246,-41.810,-87.930,←,0.0767,0.00384,1.97698
372.141,-41.792,-87.835,←,0.0786,0.00393,1.97305
373.026,-41.780,-83.585,→,0.1000,0.00818,1.98123
373.990,-41.764,-88.659,←,0.0621,0.00311,1.97813
374.882,-41.758,-101.080,←,0.0200,0.00000,1.97813
375.958,-41.772,-93.030,←,0.0200,0.00000,1.97813
376.836,-41.780,-91.965,←,0.0200,0.00000,1.97813
377.703,-41.784,-92.489,←,0.0200,0.00000,1.97813
378.598,-41.794,-89.516,→,0.0450,0.00225,1.98037
379.484,-41.806,-88.089,→,0.0735,0.00368,1.98405
380.445,-41.825,-90.633,←,0.0226,0.00000,1.98405
381.326,-41.844,-85.757,←,0.1000,0.00601,1.97804
382.196,-41.866,-89.338,→,0.0486,0.00243,1.98047
383.093,-41.876,-87.538,→,0.0846,0.00423,1.98470
384.065,-41.875,-94.167,←,0.0200,0.00000,1.98470
384.964,-41.877,-84.601,←,0.1000,0.00716,1.97753
385.912,-41.873,-85.804,→,0.1000,0.00596,1.98350
386.792,-41.861,-83.310,←,0.1000,0.00846,1.97504
387.679,-41.841,-83.701,←,0.1000,0.00806,1.96697
388.687,-41.825,-84.634,←,0.1000,0.00713,1.95984
389.632,-41.804,-88.669,←,0.0619,0.00310,1.95675
390.521,-41.778,-83.263,←,0.1000,0.00850,1.94824
391.385,-41.754,-85.317,→,0.1000,0.00645,1.95469
392.252,-41.760,-91.499,←,0.0200,0.00000,1.95469
393.141,-41.764,-90.655,→,0.0222,0.00000,1.95469
394.432,-41.762,-90.641,→,0.0225,0.00000,1.95469
395.312,-41.774,-88.936,→,0.0566,0.00283,1.95752
396.191,-41.791,-89.567,→,0.0440,0.00220,1.95972
397.086,-41.812,-88.642,→,0.0625,0.00312,1.96284
398.272,-41.811,-89.330,←,0.0487,0.00243,1.96041
399.141,-41.842,-93.442,←,0.0200,0.00000,1.96041
400.027,-41.832,-91.262,←,0.0200,0.00000,1.96041
400.887,-41.859,-91.031,←,0.0200,0.00000,1.96041
401.772,-41.878,-87.091,→,0.0935,0.00467,1.96508
402.661,-41.873,-93.207,←,0.0200,0.00000,1.96508
403.856,-41.870,-91.822,←,0.0200,0.00000,1.96508
404.729,-41.873,-102.181,←,0.0200,0.00000,1.96508
405.810,-41.868,-86.927,←,0.0968,0.00484,1.96024
