timestamp_s,s1_dbm,s2_dbm,dir,probe_V,step_V,offset_V
0.880,-43.218,-71.225,→,0.1000,0.04718,4.74718
1.760,-57.602,-65.931,←,0.0269,0.00403,4.74315
2.631,-57.538,-66.236,←,0.0281,0.00422,4.73893
3.505,-57.612,-66.218,←,0.0267,0.00400,4.73493
4.384,-57.572,-66.084,←,0.0275,0.00412,4.73081
5.260,-57.574,-65.593,←,0.0274,0.00411,4.72670
6.140,-57.711,-66.429,←,0.0247,0.00370,4.72300
7.006,-57.751,-66.218,←,0.0239,0.00358,4.71942
7.887,-57.697,-66.048,←,0.0250,0.00374,4.71567
8.755,-57.904,-66.350,←,0.0208,0.00312,4.71255
9.634,-57.794,-65.869,←,0.0230,0.00345,4.70910
10.511,-57.896,-65.685,←,0.0210,0.00315,4.70595
11.382,-57.842,-66.024,←,0.0221,0.00331,4.70264
12.253,-57.896,-66.140,←,0.0210,0.00315,4.69950
13.138,-57.928,-65.793,←,0.0203,0.00305,4.69645
14.002,-57.995,-66.202,←,0.0200,0.00285,4.69360
14.881,-58.032,-66.192,←,0.0200,0.00274,4.69086
15.755,-58.065,-66.105,←,0.0200,0.00264,4.68822
16.624,-58.079,-66.180,←,0.0200,0.00260,4.68562
17.510,-58.077,-66.303,←,0.0200,0.00260,4.68302
18.387,-58.163,-66.193,←,0.0200,0.00235,4.68067
19.262,-58.074,-65.596,←,0.0200,0.00261,4.67806
20.132,-58.100,-65.543,←,0.0200,0.00254,4.67552
21.011,-58.138,-65.918,←,0.0200,0.00242,4.67310
21.888,-58.228,-65.890,←,0.0200,0.00215,4.67095
22.761,-58.187,-66.090,←,0.0200,0.00227,4.66867
23.634,-58.177,-65.720,←,0.0200,0.00230,4.66637
24.512,-58.236,-65.698,←,0.0200,0.00213,4.66424
25.389,-58.177,-65.461,←,0.0200,0.00230,4.66194
26.255,-58.235,-66.105,←,0.0200,0.00213,4.65981
27.133,-58.279,-65.713,←,0.0200,0.00000,4.65981
28.011,-58.247,-66.170,←,0.0200,0.00209,4.65772
28.886,-58.176,-65.790,←,0.0200,0.00231,4.65541
29.767,-58.343,-65.460,←,0.0200,0.00000,4.65541
30.643,-58.309,-65.846,←,0.0200,0.00000,4.65541
31.530,-58.213,-65.978,←,0.0200,0.00220,4.65321
32.400,-58.203,-66.070,←,0.0200,0.00223,4.65099
33.255,-58.347,-65.848,←,0.0200,0.00000,4.65099
34.133,-58.232,-65.395,←,0.0200,0.00214,4.64885
35.009,-58.233,-65.515,←,0.0200,0.00213,4.64671
