timestamp_s,s1_dbm,s2_dbm,r,error,offset_V
17.939,-49.802,-67.680,7.83247,0.30098,0.71262
18.363,-49.736,-67.696,7.90674,0.22672,0.70888
18.802,-49.688,-67.829,8.07307,0.06038,0.70788
19.242,-49.650,-67.954,8.22554,-0.09209,0.70940
19.678,-49.659,-68.278,8.53016,-0.39671,0.71595
20.110,-49.750,-68.424,8.58452,-0.45107,0.72341
20.548,-49.820,-67.979,8.09065,0.04281,0.72270
20.991,-49.837,-68.217,8.29795,-0.16450,0.72542
21.424,-49.877,-68.383,8.42005,-0.28660,0.73015
21.862,-49.896,-67.888,7.93595,0.19750,0.72689
22.302,-49.847,-67.992,8.07714,0.05631,0.72596
22.745,-49.810,-68.366,8.46819,-0.33474,0.73149
23.172,-49.903,-67.669,7.73203,0.40143,0.72486
23.612,-49.826,-68.564,8.64797,-0.51452,0.73336
24.056,-49.920,-68.310,8.30828,-0.17483,0.73625
24.487,-49.930,-67.528,7.58407,0.54938,0.72717
24.931,-49.834,-67.884,7.98927,0.14419,0.72479
25.358,-49.816,-67.734,7.86834,0.26511,0.72041
25.800,-49.767,-68.292,8.43746,-0.30401,0.72543
26.233,-49.791,-68.501,8.61969,-0.48623,0.73346
26.671,-49.890,-68.285,8.31268,-0.17923,0.73642
27.116,-49.950,-67.716,7.73135,0.40210,0.72978
27.552,-49.831,-68.643,8.72244,-0.58899,0.73951
27.993,-49.978,-68.193,8.14278,-0.00933,0.73967
28.430,-49.974,-67.897,7.87341,0.26005,0.73537
28.860,-49.888,-67.660,7.73807,0.39538,0.72884
29.295,-49.859,-68.350,8.40546,-0.27201,0.73333
29.736,-49.887,-68.121,8.15991,-0.02645,0.73377
30.177,-49.883,-68.233,8.26972,-0.13626,0.73602
30.607,-49.926,-68.099,8.10355,0.02990,0.73553
31.054,-49.872,-67.717,7.80317,0.33029,0.73007
31.488,-49.842,-68.531,8.59892,-0.46547,0.73776
31.928,-49.949,-68.236,8.21023,-0.07678,0.73903
32.368,-49.933,-67.970,7.97718,0.15628,0.73645
32.799,-49.919,-68.578,8.56931,-0.43586,0.74365
33.237,-49.975,-68.095,8.05328,0.08017,0.74232
33.675,-49.974,-68.113,8.07172,0.06174,0.74130
34.105,-49.979,-67.597,7.60118,0.53228,0.73251
34.551,-49.847,-68.066,8.14675,-0.01329,0.73273
34.984,-49.863,-68.046,8.11240,0.02105,0.73238
35.418,-49.850,-68.390,8.45359,-0.32014,0.73767
35.865,-49.919,-67.797,7.83267,0.30079,0.73270
36.302,-49.852,-68.625,8.68253,-0.54908,0.74177
36.740,-49.967,-68.113,8.07735,0.05610,0.74084
37.174,-49.939,-68.311,8.29021,-0.15676,0.74343
37.611,-50.009,-68.337,8.24862,-0.11516,0.74534
38.051,-49.978,-68.272,8.21692,-0.08347,0.74672
38.482,-49.997,-68.356,8.27835,-0.14489,0.74911
38.932,-49.991,-67.857,7.82164,0.31181,0.74396
39.367,-49.952,-67.732,7.74435,0.38911,0.73753
39.805,-49.885,-68.397,8.42513,-0.29168,0.74235
40.238,-49.928,-68.433,8.41879,-0.28534,0.74706
40.690,-50.016,-67.557,7.53389,0.59956,0.73716
41.117,-49.869,-68.061,8.12103,0.01242,0.73695
41.540,-49.894,-68.270,8.29384,-0.16039,0.73960
41.987,-49.915,-67.908,7.93729,0.19616,0.73636
42.422,-49.867,-68.392,8.43881,-0.30535,0.74141
42.858,-49.894,-68.216,8.24381,-0.11036,0.74323
43.300,-49.947,-68.425,8.39223,-0.25878,0.74750
43.728,-49.986,-68.420,8.35100,-0.21754,0.75110
44.174,-50.021,-68.202,8.11107,0.02238,0.75073
44.607,-50.035,-68.087,7.99103,0.14243,0.74838
45.053,-49.988,-68.106,8.05223,0.08122,0.74703
45.493,-49.971,-67.767,7.75931,0.37415,0.74085
45.922,-49.896,-68.211,8.23727,-0.10382,0.74257
46.361,-49.926,-68.611,8.59520,-0.46174,0.75020
46.799,-50.013,-67.869,7.81264,0.32081,0.74490
47.242,-49.964,-68.543,8.49041,-0.35695,0.75079
47.673,-50.039,-67.781,7.71112,0.42234,0.74382
48.109,-49.935,-67.840,7.85676,0.27669,0.73924
48.545,-49.854,-68.438,8.49581,-0.36236,0.74523
48.995,-49.958,-68.372,8.33065,-0.19720,0.74849
49.426,-49.999,-68.031,7.97274,0.16072,0.74583
49.863,-49.987,-67.629,7.62292,0.51054,0.73740
50.287,-49.854,-67.856,7.94534,0.18812,0.73429
50.737,-49.817,-67.669,7.80905,0.32441,0.72893
51.176,-49.752,-68.612,8.76979,-0.63634,0.73944
51.619,-49.860,-68.329,8.38447,-0.25101,0.74359
52.059,-49.953,-68.274,8.24252,-0.10907,0.74539
52.492,-49.937,-67.901,7.91069,0.22276,0.74171
52.929,-49.915,-67.823,7.86012,0.27333,0.73720
53.364,-49.832,-67.881,7.98832,0.14513,0.73480
53.801,-49.810,-67.990,8.10891,0.02454,0.73439
54.237,-49.816,-68.376,8.47185,-0.33840,0.73998
54.667,-49.855,-68.393,8.45071,-0.31726,0.74523
55.109,-49.984,-68.378,8.31207,-0.17861,0.74818
55.552,-49.974,-67.876,7.85426,0.27919,0.74357
55.987,-49.928,-67.805,7.83145,0.30200,0.73858
56.434,-49.846,-67.984,8.07106,0.06239,0.73754
56.859,-49.865,-68.277,8.32895,-0.19550,0.74077
57.296,-49.867,-67.625,7.72528,0.40817,0.73403
57.743,-49.816,-68.439,8.53429,-0.40084,0.74065
58.174,-49.888,-67.707,7.77981,0.35365,0.73481
58.622,-49.827,-68.445,8.52877,-0.39532,0.74134
59.048,-49.910,-67.962,7.99105,0.14240,0.73899
59.491,-49.869,-67.582,7.68506,0.44840,0.73158
59.926,-49.766,-68.473,8.61689,-0.48344,0.73957
60.373,-49.907,-67.816,7.85974,0.27371,0.73505
60.806,-49.808,-68.470,8.57197,-0.43852,0.74229
61.231,-49.888,-67.940,7.99095,0.14250,0.73994
61.686,-49.865,-67.750,7.83877,0.29469,0.73507
62.116,-49.804,-67.806,7.94451,0.18894,0.73195
62.546,-49.778,-68.288,8.42333,-0.28987,0.73674
62.990,-49.854,-67.816,7.90915,0.22430,0.73303
63.427,-49.797,-67.731,7.88343,0.25002,0.72890
63.856,-49.739,-67.835,8.03203,0.10143,0.72722
64.298,-49.712,-67.856,8.07574,0.05772,0.72627
64.743,-49.724,-68.451,8.63702,-0.50356,0.73459
65.176,-49.807,-68.528,8.63110,-0.49764,0.74281
65.611,-49.900,-68.017,8.05093,0.08252,0.74145
66.049,-49.868,-68.385,8.43043,-0.29698,0.74635
66.491,-49.941,-68.014,8.01060,0.12285,0.74433
66.927,-49.939,-68.223,8.20737,-0.07392,0.74555
67.360,-49.942,-68.264,8.24352,-0.11007,0.74736
67.801,-49.958,-68.210,8.17725,-0.04380,0.74809
68.238,-49.969,-67.821,7.80914,0.32432,0.74273
68.676,-49.891,-67.783,7.84525,0.28821,0.73797
69.112,-49.812,-67.788,7.92149,0.21196,0.73447
69.549,-49.812,-68.176,8.28363,-0.15017,0.73695
69.983,-49.833,-68.178,8.26435,-0.13090,0.73911
70.425,-49.874,-67.865,7.93473,0.19873,0.73583
70.862,-49.802,-67.811,7.95137,0.18209,0.73282
71.299,-49.775,-68.388,8.52375,-0.39029,0.73927
71.737,-49.888,-67.773,7.83931,0.29414,0.73441
72.176,-49.808,-68.664,8.76571,-0.63226,0.74485
72.620,-49.952,-67.962,7.95179,0.18167,0.74185
73.053,-49.893,-67.784,7.84447,0.28898,0.73708
73.486,-49.835,-68.387,8.46455,-0.33110,0.74255
73.923,-49.896,-68.405,8.42241,-0.28896,0.74732
74.360,-49.975,-68.382,8.32478,-0.19133,0.75048
74.799,-49.996,-68.298,8.22425,-0.09079,0.75198
75.235,-50.026,-67.926,7.85183,0.28162,0.74733
75.673,-49.960,-68.590,8.54120,-0.40775,0.75407
76.110,-50.074,-68.257,8.11253,0.02092,0.75372
76.547,-50.021,-68.380,8.27813,-0.14468,0.75611
76.989,-50.069,-68.600,8.44362,-0.31016,0.76124
77.431,-50.181,-68.129,7.89579,0.23766,0.75731
77.859,-50.109,-67.667,7.54863,0.58482,0.74765
78.308,-50.001,-68.105,8.03853,0.09492,0.74608
78.736,-49.969,-67.625,7.63479,0.49866,0.73784
79.176,-49.870,-68.204,8.25476,-0.12131,0.73984
79.612,-49.885,-67.567,7.65774,0.47572,0.73198
80.049,-49.788,-67.604,7.77657,0.35688,0.72609
80.483,-49.700,-68.506,8.71560,-0.58215,0.73571
80.925,-49.818,-68.011,8.12140,0.01205,0.73551
81.368,-49.818,-67.979,8.09202,0.04143,0.73482
81.803,-49.812,-68.288,8.39098,-0.25753,0.73908
82.234,-49.865,-67.902,7.97691,0.15654,0.73649
82.671,-49.844,-68.071,8.15310,-0.01964,0.73682
83.113,-49.849,-68.132,8.20625,-0.07280,0.73802
83.545,-49.858,-68.205,8.26681,-0.13336,0.74022
83.997,-49.893,-68.026,8.06596,0.06750,0.73911
84.428,-49.873,-68.361,8.40244,-0.26898,0.74355
84.860,-49.925,-67.749,7.78396,0.34949,0.73778
85.298,-49.849,-68.137,8.21175,-0.07830,0.73907
85.742,-49.843,-67.910,8.00454,0.12891,0.73694
86.181,-49.847,-68.099,8.17698,-0.04353,0.73766
86.608,-49.851,-68.303,8.36775,-0.23430,0.74153
87.043,-49.899,-68.457,8.47102,-0.33757,0.74711
87.483,-49.997,-68.542,8.45739,-0.32394,0.75246
87.921,-50.057,-68.002,7.89268,0.24077,0.74848
88.364,-50.015,-67.813,7.76040,0.37305,0.74232
88.793,-49.938,-68.471,8.44562,-0.31216,0.74748
89.235,-49.984,-67.916,7.88135,0.25210,0.74331
89.675,-49.917,-68.425,8.42160,-0.28814,0.74807
90.112,-49.987,-68.131,8.07636,0.05709,0.74713
90.549,-49.974,-68.470,8.41026,-0.27680,0.75170
90.998,-50.036,-68.593,8.47011,-0.33665,0.75726
91.418,-50.136,-68.315,8.10875,0.02471,0.75685
91.863,-50.105,-68.367,8.18643,-0.05298,0.75773
92.296,-50.116,-68.361,8.17090,-0.03744,0.75835
92.739,-50.122,-68.138,7.95777,0.17569,0.75545
93.171,-50.097,-68.435,8.25788,-0.12443,0.75750
93.616,-50.108,-68.468,8.27948,-0.14603,0.75991
94.054,-50.139,-68.404,8.18942,-0.05597,0.76084
94.485,-50.144,-68.750,8.51723,-0.38378,0.76718
94.922,-50.245,-68.295,7.98915,0.14430,0.76480
95.367,-50.196,-67.997,7.76343,0.37002,0.75868
95.815,-50.129,-68.080,7.89839,0.23506,0.75480
96.231,-50.086,-68.245,8.08978,0.04367,0.75408
96.677,-50.054,-68.521,8.38154,-0.24809,0.75818
97.112,-50.134,-68.069,7.88348,0.24998,0.75405
97.548,-50.075,-67.852,7.74240,0.39105,0.74759
97.992,-50.013,-68.323,8.23148,-0.09803,0.74920
98.427,-50.009,-67.916,7.85912,0.27433,0.74467
98.866,-49.968,-67.808,7.79824,0.33522,0.73913
99.302,-49.900,-68.413,8.42699,-0.29353,0.74398
99.739,-49.927,-67.585,7.63629,0.49716,0.73577
100.169,-49.841,-68.500,8.56910,-0.43564,0.74297
100.611,-49.927,-68.380,8.36899,-0.23554,0.74686
101.049,-49.971,-67.691,7.69147,0.44198,0.73956
101.486,-49.882,-68.083,8.12947,0.00398,0.73949
101.921,-49.872,-67.944,8.00975,0.12370,0.73745
102.365,-49.850,-68.164,8.23566,-0.10220,0.73914
102.800,-49.886,-68.541,8.56572,-0.43227,0.74628
103.234,-49.985,-67.575,7.57688,0.55657,0.73708
103.674,-49.821,-67.820,7.94204,0.19142,0.73392
104.111,-49.817,-68.454,8.54809,-0.41464,0.74077
104.548,-49.905,-68.593,8.59802,-0.46457,0.74845
104.991,-50.026,-67.644,7.60160,0.53185,0.73966
105.423,-49.881,-67.701,7.78016,0.35329,0.73382
105.863,-49.832,-68.154,8.24317,-0.10972,0.73563
106.303,-49.829,-68.549,8.62976,-0.49631,0.74383
106.744,-49.929,-67.798,7.82422,0.30923,0.73872
107.177,-49.867,-68.417,8.46320,-0.32975,0.74417
107.608,-49.952,-67.650,7.67197,0.46148,0.73655
108.052,-49.882,-68.284,8.31942,-0.18597,0.73962
108.491,-49.921,-67.823,7.85454,0.27892,0.73501
108.931,-49.846,-68.048,8.12969,0.00376,0.73495
109.365,-49.831,-68.506,8.58470,-0.45124,0.74241
109.810,-49.940,-68.299,8.27834,-0.14489,0.74480
110.236,-49.974,-67.964,7.93426,0.19919,0.74151
110.674,-49.936,-68.446,8.42311,-0.28965,0.74629
111.111,-49.985,-67.998,7.95523,0.17823,0.74335
111.549,-49.961,-67.737,7.74134,0.39211,0.73687
111.976,-49.879,-67.742,7.81849,0.31496,0.73167
112.422,-49.826,-67.645,7.77922,0.35423,0.72581
112.859,-49.756,-67.906,8.08217,0.05129,0.72497
113.294,-49.746,-68.095,8.26900,-0.13554,0.72721
113.731,-49.774,-68.093,8.23975,-0.10630,0.72896
114.175,-49.793,-68.313,8.43360,-0.30015,0.73392
114.612,-49.834,-67.788,7.90096,0.23249,0.73008
115.053,-49.810,-68.318,8.42177,-0.28832,0.73484
115.483,-49.849,-68.388,8.45158,-0.31812,0.74010
115.928,-49.948,-68.071,8.05740,0.07605,0.73884
116.362,-49.892,-67.790,7.85095,0.28250,0.73418
116.797,-49.840,-67.623,7.74715,0.38630,0.72779
117.236,-49.744,-67.846,8.03731,0.09614,0.72621
117.670,-49.765,-67.877,8.04683,0.08662,0.72477
118.115,-49.747,-67.975,8.15470,-0.02125,0.72513
118.554,-49.739,-68.187,8.36327,-0.22982,0.72892
118.985,-49.763,-68.223,8.37523,-0.24177,0.73292
119.429,-49.803,-67.850,7.98645,0.14701,0.73049
119.868,-49.799,-67.772,7.91882,0.21463,0.72694
120.299,-49.771,-68.179,8.32562,-0.19217,0.73012
120.738,-49.773,-68.616,8.75283,-0.61937,0.74035
121.179,-49.916,-68.385,8.38401,-0.25055,0.74449
121.607,-49.956,-67.673,7.68877,0.44468,0.73714
122.051,-49.888,-68.399,8.42480,-0.29135,0.74196
122.497,-49.923,-68.114,8.11995,0.01351,0.74173
122.930,-49.922,-68.479,8.46989,-0.33644,0.74729
123.366,-50.009,-67.666,7.63543,0.49802,0.73906
123.809,-49.911,-68.488,8.48908,-0.35563,0.74494
124.243,-49.994,-68.530,8.44860,-0.31515,0.75015
124.680,-50.021,-67.766,7.71285,0.42060,0.74320
125.112,-49.957,-67.615,7.63655,0.49690,0.73499
125.550,-49.873,-68.468,8.50691,-0.37345,0.74116
125.987,-49.929,-68.322,8.31045,-0.17700,0.74408
126.423,-49.959,-68.208,8.17429,-0.04084,0.74476
126.862,-50.002,-68.514,8.42489,-0.29144,0.74957
127.302,-50.049,-67.980,7.88029,0.25316,0.74539
127.731,-50.022,-68.319,8.21940,-0.08595,0.74681
128.177,-50.008,-68.036,7.96920,0.16425,0.74410
128.606,-49.972,-68.327,8.27514,-0.14169,0.74644
129.047,-50.048,-67.950,7.85449,0.27896,0.74183
129.486,-49.974,-67.660,7.66101,0.47244,0.73402
129.926,-49.864,-67.984,8.05369,0.07976,0.73270
130.373,-49.852,-68.254,8.31944,-0.18598,0.73578
130.794,-49.874,-67.714,7.79861,0.33485,0.73024
131.229,-49.783,-68.214,8.34782,-0.21436,0.73379
131.683,-49.858,-68.415,8.46936,-0.33591,0.73934
132.103,-49.929,-67.785,7.81252,0.32093,0.73403
132.546,-49.842,-68.667,8.73483,-0.60138,0.74397
132.989,-49.990,-67.755,7.73194,0.40152,0.73734
133.429,-49.912,-68.166,8.17863,-0.04518,0.73808
133.876,-49.905,-67.875,7.91561,0.21784,0.73448
134.302,-49.868,-68.630,8.67159,-0.53814,0.74337
134.742,-49.959,-67.741,7.74685,0.38661,0.73699
135.175,-49.917,-68.254,8.25713,-0.12367,0.73903
135.608,-49.932,-67.938,7.94850,0.18495,0.73597
136.045,-49.901,-67.818,7.86850,0.26495,0.73160
136.494,-49.871,-68.275,8.32136,-0.18791,0.73470
136.924,-49.868,-67.638,7.73551,0.39794,0.72813
137.357,-49.832,-68.558,8.63556,-0.50211,0.73642
137.802,-49.883,-67.802,7.86966,0.26379,0.73206
138.239,-49.812,-68.330,8.43150,-0.29805,0.73699
138.680,-49.892,-68.457,8.47766,-0.34420,0.74268
139.113,-49.973,-68.334,8.28020,-0.14674,0.74510
139.548,-49.998,-67.650,7.63072,0.50273,0.73679
139.998,-49.900,-68.287,8.30590,-0.17244,0.73964
140.429,-49.922,-68.154,8.15810,-0.02464,0.74005
140.857,-49.917,-67.652,7.70451,0.42895,0.73296
141.297,-49.837,-67.795,7.90551,0.22794,0.72920
141.737,-49.800,-67.615,7.77574,0.35771,0.72329
142.189,-49.743,-67.627,7.83826,0.29520,0.71841
142.607,-49.663,-67.632,7.91506,0.21839,0.71480
143.052,-49.634,-68.572,8.84920,-0.71575,0.72663
143.493,-49.787,-67.840,7.99181,0.14164,0.72429
143.918,-49.736,-68.354,8.52857,-0.39512,0.73081
144.359,-49.835,-67.923,8.02415,0.10931,0.72901
144.796,-49.797,-67.858,7.99922,0.13424,0.72679
145.240,-49.756,-67.519,7.72906,0.40440,0.72011
145.671,-49.672,-68.409,8.64747,-0.51402,0.72860
146.108,-49.764,-68.008,8.16930,-0.03585,0.72919
146.541,-49.822,-68.335,8.42652,-0.29307,0.73404
146.981,-49.854,-67.705,7.80788,0.32558,0.72866
147.422,-49.783,-68.101,8.23876,-0.10531,0.73040
147.859,-49.812,-67.636,7.78342,0.35004,0.72461
148.300,-49.749,-68.194,8.36125,-0.22779,0.72838
148.731,-49.789,-68.115,8.24691,-0.11346,0.73025
149.178,-49.803,-68.524,8.63114,-0.49769,0.73847
149.616,-49.912,-67.809,7.84938,0.28408,0.73378
150.044,-49.861,-68.373,8.42623,-0.29277,0.73862
150.488,-49.909,-68.059,8.08166,0.05179,0.73776
150.926,-49.904,-67.748,7.80221,0.33124,0.73229
151.364,-49.831,-68.666,8.74440,-0.61095,0.74238
151.791,-49.994,-67.710,7.68814,0.44532,0.73503
152.239,-49.875,-68.043,8.09823,0.03522,0.73444
152.680,-49.879,-68.677,8.70702,-0.57357,0.74392
153.107,-49.980,-68.577,8.50908,-0.37562,0.75013
153.551,-50.077,-67.602,7.52083,0.61262,0.74001
153.985,-49.948,-68.421,8.38809,-0.25464,0.74421
154.431,-50.000,-68.291,8.21380,-0.08035,0.74554
154.863,-50.041,-68.494,8.36926,-0.23580,0.74944
155.300,-50.052,-68.584,8.44541,-0.31195,0.75459
155.736,-50.138,-68.465,8.24761,-0.11415,0.75648
156.177,-50.167,-68.586,8.33587,-0.20241,0.75982
156.611,-50.184,-68.507,8.24488,-0.11142,0.76166
157.054,-50.256,-67.693,7.44496,0.68849,0.75029
157.489,-50.096,-67.900,7.76596,0.36750,0.74421
157.921,-49.973,-68.010,7.97667,0.15678,0.74162
158.359,-49.980,-67.650,7.64707,0.48638,0.73359
158.807,-49.871,-67.818,7.89526,0.23819,0.72965
159.239,-49.823,-68.527,8.61364,-0.48019,0.73759
159.674,-49.925,-68.389,8.37902,-0.24556,0.74164
160.113,-49.951,-68.423,8.38693,-0.25347,0.74583
160.548,-50.028,-68.636,8.51900,-0.38555,0.75220
160.990,-50.092,-68.528,8.35221,-0.21876,0.75582
161.421,-50.148,-68.396,8.17358,-0.04013,0.75648
161.859,-50.143,-67.745,7.58691,0.54655,0.74745
162.300,-50.064,-67.799,7.70444,0.42902,0.74036
162.737,-49.979,-68.528,8.46094,-0.32748,0.74577
163.173,-50.019,-68.583,8.47648,-0.34303,0.75144
163.610,-50.117,-67.787,7.64731,0.48614,0.74341
164.056,-49.981,-67.736,7.72263,0.41082,0.73662
164.483,-49.898,-68.565,8.57780,-0.44434,0.74396
164.921,-50.013,-67.674,7.63913,0.49433,0.73579
165.360,-49.899,-68.322,8.33938,-0.20593,0.73920
165.799,-49.932,-68.009,8.01369,0.11976,0.73722
166.234,-49.905,-67.878,7.91828,0.21517,0.73366
166.680,-49.903,-68.173,8.19381,-0.06036,0.73466
167.108,-49.912,-67.628,7.68781,0.44564,0.72730
167.548,-49.814,-68.043,8.15558,-0.02213,0.72766
167.996,-49.803,-67.607,7.76651,0.36694,0.72160
168.422,-49.722,-67.664,7.88992,0.24353,0.71758
168.859,-49.701,-68.523,8.73173,-0.59827,0.72746
169.305,-49.805,-68.083,8.20192,-0.06847,0.72859
169.746,-49.842,-68.160,8.23984,-0.10639,0.73035
170.179,-49.870,-68.375,8.41873,-0.28528,0.73506
170.615,-49.919,-67.725,7.76742,0.36604,0.72901
171.053,-49.825,-68.064,8.16500,-0.03155,0.72954
171.490,-49.851,-67.758,7.85797,0.27548,0.72498
171.933,-49.797,-67.804,7.94984,0.18361,0.72195
172.372,-49.759,-68.316,8.46971,-0.33625,0.72751
172.808,-49.805,-68.597,8.70163,-0.56818,0.73689
173.240,-49.939,-68.476,8.44977,-0.31631,0.74212
173.674,-49.978,-68.288,8.23256,-0.09910,0.74376
174.127,-50.003,-67.679,7.65223,0.48123,0.73581
174.560,-49.901,-67.934,7.97357,0.15989,0.73316
174.982,-49.869,-68.337,8.38391,-0.25046,0.73730
175.433,-49.936,-68.396,8.37531,-0.24185,0.74130
175.860,-49.975,-68.474,8.41317,-0.27971,0.74592
176.297,-50.042,-68.429,8.30475,-0.17129,0.74875
176.739,-50.102,-68.414,8.23316,-0.09970,0.75040
177.174,-50.100,-68.011,7.86214,0.27132,0.74592
177.603,-50.074,-67.745,7.64843,0.48502,0.73790
178.040,-49.978,-68.605,8.53789,-0.40444,0.74458
178.484,-50.030,-67.959,7.87864,0.25481,0.74037
178.920,-49.981,-67.571,7.57648,0.55698,0.73117
179.367,-49.875,-67.935,7.99816,0.13530,0.72894
179.800,-49.822,-67.699,7.83192,0.30154,0.72395
180.239,-49.760,-67.525,7.73129,0.40217,0.71731
180.681,-49.733,-68.009,8.19891,-0.06545,0.71839
181.105,-49.733,-68.490,8.66680,-0.53335,0.72720
181.541,-49.856,-68.161,8.22684,-0.09338,0.72875
181.988,-49.863,-68.558,8.60486,-0.47140,0.73653
182.424,-49.910,-68.066,8.08718,0.04627,0.73577
182.862,-49.919,-67.866,7.89455,0.23891,0.73182
183.307,-49.854,-67.744,7.84300,0.29045,0.72702
183.736,-49.798,-67.717,7.86971,0.26374,0.72267
184.173,-49.783,-68.283,8.41465,-0.28120,0.72731
184.611,-49.806,-68.468,8.57241,-0.43895,0.73456
185.053,-49.909,-68.022,8.04687,0.08658,0.73313
185.490,-49.911,-68.578,8.57711,-0.44365,0.74046
185.927,-49.987,-68.665,8.58745,-0.45400,0.74796
186.360,-50.055,-67.877,7.78232,0.35114,0.74216
186.807,-49.997,-68.272,8.19857,-0.06512,0.74324
187.238,-50.055,-68.301,8.17186,-0.03840,0.74387
187.683,-50.044,-67.807,7.73007,0.40338,0.73721
188.110,-49.932,-68.481,8.46158,-0.32812,0.74263
188.546,-50.044,-68.004,7.90722,0.22623,0.73889
188.989,-49.952,-68.517,8.47728,-0.34383,0.74457
189.423,-50.024,-67.702,7.65446,0.47899,0.73666
189.860,-49.933,-67.824,7.84428,0.28917,0.73188
190.300,-49.894,-68.187,8.21607,-0.08261,0.73325
190.740,-49.874,-68.269,8.31326,-0.17981,0.73622
191.174,-49.924,-67.671,7.71576,0.41769,0.72932
191.615,-49.844,-67.600,7.72329,0.41017,0.72254
192.053,-49.771,-67.660,7.84289,0.29057,0.71774
192.489,-49.733,-68.078,8.26494,-0.13149,0.71991
192.922,-49.752,-67.512,7.72614,0.40731,0.71318
193.357,-49.669,-68.787,9.03482,-0.90137,0.72807
193.799,-49.840,-67.645,7.76726,0.36619,0.72202
194.234,-49.781,-67.473,7.66714,0.46631,0.71432
194.673,-49.706,-67.699,7.93676,0.19669,0.71107
195.112,-49.638,-67.877,8.16465,-0.03120,0.71158
195.546,-49.637,-68.618,8.89207,-0.75861,0.72412
195.983,-49.825,-68.540,8.62521,-0.49176,0.73224
196.427,-49.918,-67.691,7.73771,0.39574,0.72570
196.867,-49.828,-68.556,8.63755,-0.50410,0.73403
197.299,-49.920,-67.993,8.01093,0.12252,0.73201
197.731,-49.916,-68.301,8.30312,-0.16967,0.73481
198.177,-49.928,-68.407,8.39328,-0.25983,0.73911
198.605,-49.972,-68.393,8.33833,-0.20487,0.74249
199.043,-50.088,-68.302,8.14176,-0.00830,0.74263
199.474,-50.036,-67.894,7.81459,0.31886,0.73736
199.923,-49.975,-68.671,8.60556,-0.47211,0.74516
200.367,-50.063,-67.910,7.80421,0.32924,0.73972
200.796,-49.994,-68.628,8.54555,-0.41210,0.74653
201.229,-50.081,-68.461,8.29876,-0.16531,0.74926
