timestamp_s,s1_dbm,s2_dbm,dir,probe_V,step_V,offset_V
97.685,-42.308,-94.069,←,0.0766,0.00383,1.98467
98.551,-42.299,-93.427,←,0.0895,0.00447,1.98020
99.534,-42.298,-86.276,←,0.1000,0.01162,1.96857
100.634,-42.304,-90.299,→,0.1000,0.00760,1.97617
101.716,-42.295,-90.657,←,0.1000,0.00724,1.96893
102.907,-42.300,-91.732,→,0.1000,0.00617,1.97510
103.920,-42.309,-89.076,←,0.1000,0.00882,1.96627
104.950,-42.304,-89.050,←,0.1000,0.00885,1.95742
105.877,-42.299,-90.819,←,0.1000,0.00708,1.95034
106.868,-42.292,-91.469,←,0.1000,0.00643,1.94391
107.846,-42.306,-94.081,→,0.0764,0.00382,1.94773
108.961,-42.295,-92.833,←,0.1000,0.00507,1.94266
109.975,-42.279,-94.340,←,0.0712,0.00356,1.93910
110.912,-42.279,-92.131,←,0.1000,0.00577,1.93333
112.114,-42.276,-94.464,←,0.0687,0.00344,1.92990
113.101,-42.282,-93.202,←,0.0940,0.00470,1.92520
113.975,-42.296,-96.540,←,0.0272,0.00000,1.92520
114.988,-42.286,-96.687,←,0.0243,0.00000,1.92520
115.940,-42.291,-97.791,←,0.0200,0.00000,1.92520
116.939,-42.296,-93.437,←,0.0893,0.00446,1.92074
118.016,-42.280,-90.097,←,0.1000,0.00780,1.91294
119.114,-42.276,-95.863,→,0.0407,0.00204,1.91497
119.990,-42.281,-96.724,←,0.0235,0.00000,1.91497
121.192,-42.280,-93.601,←,0.0860,0.00430,1.91067
122.177,-42.281,-89.078,→,0.1000,0.00882,1.91950
123.180,-42.288,-89.200,→,0.1000,0.00870,1.92819
124.314,-42.278,-93.857,←,0.0808,0.00404,1.92415
125.355,-42.284,-92.818,←,0.1000,0.00508,1.91907
