timestamp_s,s1_dbm,s2_dbm,r,error,offset_V
207.581,-42.020,-76.944,55.74370,-5.82653,0.64907
208.028,-42.048,-76.180,50.88334,-0.96616,0.65172
208.469,-42.063,-76.031,49.93184,-0.01467,0.65176
208.905,-42.060,-75.259,45.70372,4.21345,0.64020
209.354,-42.035,-76.784,54.63738,-4.72021,0.65315
209.798,-42.058,-75.715,48.17379,1.74339,0.64836
210.230,-42.045,-76.002,49.87164,0.04553,0.64824
210.659,-42.056,-75.807,48.69746,1.21972,0.64489
211.097,-42.056,-74.977,44.26149,5.65568,0.62938
211.529,-42.013,-75.733,48.52867,1.38851,0.62557
211.962,-42.013,-77.390,58.72583,-8.80865,0.64973
212.422,-42.063,-75.803,48.64156,1.27561,0.64624
212.854,-42.043,-76.869,55.11835,-5.20117,0.66050
213.282,-42.081,-74.906,43.77345,6.14373,0.64365
213.723,-42.037,-77.168,57.09219,-7.17502,0.66333
214.154,-42.074,-76.163,50.63515,-0.71798,0.66530
214.587,-42.085,-76.560,52.93216,-3.01498,0.67357
215.035,-42.095,-74.538,41.89567,8.02151,0.65157
215.475,-42.047,-74.909,43.96488,5.95230,0.63524
215.901,-42.021,-77.895,62.18673,-12.26956,0.66889
216.346,-42.080,-75.393,46.30422,3.61295,0.65898
216.774,-42.060,-76.952,55.54268,-5.62550,0.67442
217.221,-42.096,-75.179,45.09499,4.82219,0.66119
217.648,-42.072,-75.500,46.92273,2.99444,0.65297
218.104,-42.053,-76.679,53.86720,-3.95002,0.66381
218.523,-42.069,-75.477,46.81705,3.10012,0.65531
218.974,-42.052,-75.637,47.78407,2.13310,0.64946
219.402,-42.044,-75.553,47.36856,2.54861,0.64246
219.852,-42.031,-77.045,56.32296,-6.40579,0.66003
220.281,-42.068,-75.693,48.00105,1.91612,0.65478
220.716,-42.056,-76.364,51.92947,-2.01229,0.66030
221.143,-42.070,-74.523,41.94446,7.97272,0.63843
221.592,-42.010,-75.454,47.01161,2.90556,0.63046
222.038,-42.007,-75.110,45.20381,4.71337,0.61753
222.480,-41.982,-75.818,49.18475,0.73243,0.61552
222.907,-41.980,-77.392,58.96447,-9.04730,0.64034
223.332,-42.042,-75.434,46.72767,3.18950,0.63159
223.793,-42.007,-76.138,50.88061,-0.96344,0.63423
224.231,-41.994,-75.655,48.20126,1.71592,0.62953
224.675,-42.006,-76.837,55.14612,-5.22895,0.64387
225.114,-42.039,-75.539,47.31955,2.59762,0.63674
225.538,-42.031,-75.715,48.32615,1.59103,0.63238
225.974,-42.009,-77.040,56.43967,-6.52249,0.65027
226.422,-42.051,-74.984,44.32242,5.59476,0.63493
226.847,-42.026,-75.165,45.39073,4.52645,0.62251
227.286,-41.991,-75.430,46.98367,2.93351,0.61446
227.709,-41.982,-75.996,50.20314,-0.28597,0.61525
228.160,-41.989,-76.504,53.17955,-3.26237,0.62420
228.583,-41.974,-76.311,52.10057,-2.18339,0.63018
229.042,-42.000,-75.939,49.76760,0.14957,0.62977
229.464,-41.998,-78.384,65.96738,-16.05021,0.67380
229.914,-42.087,-76.856,54.76038,-4.84320,0.68708
230.341,-42.107,-76.427,51.99663,-2.07945,0.69279
230.778,-42.132,-76.024,49.49918,0.41799,0.69164
231.216,-42.140,-76.481,52.12110,-2.20392,0.69769
231.651,-42.141,-75.459,46.33338,3.58380,0.68786
232.093,-42.126,-75.514,46.70792,3.20926,0.67905
232.532,-42.106,-76.450,52.14070,-2.22352,0.68515
232.961,-42.115,-74.826,43.20911,6.70807,0.66675
233.402,-42.098,-77.034,55.82215,-5.90497,0.68295
233.835,-42.114,-76.208,50.66610,-0.74892,0.68500
234.263,-42.111,-76.818,54.36833,-4.45116,0.69721
234.705,-42.155,-75.094,44.35700,5.56018,0.68196
235.144,-42.124,-76.840,54.42923,-4.51206,0.69434
235.571,-42.138,-75.948,49.03528,0.88190,0.69192
236.019,-42.136,-74.551,41.75905,8.15812,0.66954
236.446,-42.072,-76.035,49.90799,0.00918,0.66952
236.894,-42.088,-75.386,46.22585,3.69132,0.65939
237.331,-42.064,-75.646,47.76619,2.15098,0.65349
237.772,-42.048,-76.870,55.09528,-5.17811,0.66769
238.211,-42.066,-76.695,53.88192,-3.96474,0.67857
