timestamp_s,s1_dbm,s2_dbm,r,error,offset_V
25.031,-42.023,-75.962,49.76590,0.15128,0.59674
25.469,-42.013,-75.270,46.00615,3.91103,0.58601
25.909,-41.995,-75.510,47.39613,2.52104,0.57909
26.351,-41.986,-75.668,48.31356,1.60361,0.57470
26.786,-41.980,-77.481,59.57726,-9.66008,0.60119
27.220,-42.017,-76.246,51.45953,-1.54236,0.60542
27.667,-42.030,-75.849,49.08738,0.82980,0.60315
28.105,-42.017,-76.092,50.55081,-0.63363,0.60488
28.535,-42.045,-76.084,50.34591,-0.42873,0.60606
28.973,-42.018,-77.100,56.76978,-6.85260,0.62486
29.414,-42.058,-76.373,51.97483,-2.05765,0.63050
29.861,-42.077,-76.787,54.38756,-4.47038,0.64276
30.282,-42.094,-74.991,44.13861,5.77856,0.62691
30.718,-42.061,-75.375,46.31002,3.60715,0.61702
31.171,-42.052,-77.138,56.79295,-6.87577,0.63588
31.596,-42.080,-76.318,51.51129,-1.59412,0.64025
32.040,-42.094,-76.375,51.77236,-1.85519,0.64534
32.477,-42.102,-74.886,43.57322,6.34395,0.62794
32.906,-42.066,-74.952,44.08507,5.83211,0.61194
33.346,-42.029,-74.770,43.35709,6.56008,0.59395
33.779,-41.989,-77.426,59.13854,-9.22137,0.61924
34.240,-42.042,-75.767,48.55892,1.35826,0.61552
34.660,-42.031,-75.011,44.56304,5.35414,0.60083
35.097,-42.007,-77.241,57.76513,-7.84795,0.62236
35.542,-42.045,-75.678,48.04290,1.87428,0.61721
35.971,-42.050,-77.033,56.12103,-6.20386,0.63423
36.414,-42.052,-76.860,55.00182,-5.08464,0.64818
36.845,-42.107,-74.883,43.52965,6.38753,0.63066
37.286,-42.052,-76.522,52.90843,-2.99125,0.63886
37.730,-42.077,-74.598,42.27123,7.64595,0.61789
38.165,-42.033,-75.023,44.61268,5.30450,0.60334
38.601,-42.007,-76.382,52.33232,-2.41515,0.60996
39.040,-42.043,-76.784,54.57798,-4.66080,0.62275
39.475,-42.054,-75.080,44.80682,5.11036,0.60873
39.909,-42.028,-76.354,52.03471,-2.11754,0.61454
40.350,-42.034,-74.654,42.75516,7.16202,0.59490
40.784,-41.987,-76.179,51.23772,-1.32054,0.59852
41.223,-42.011,-77.521,59.63267,-9.71550,0.62517
41.663,-42.043,-75.283,45.91904,3.99813,0.61420
42.095,-42.026,-76.576,53.39476,-3.47758,0.62374
42.540,-42.040,-76.247,51.33103,-1.41386,0.62762
42.974,-42.059,-75.192,45.35948,4.55769,0.61511
43.417,-42.034,-77.034,56.23702,-6.31985,0.63245
43.842,-42.086,-74.658,42.52170,7.39548,0.61216
44.281,-42.028,-76.650,53.83716,-3.91999,0.62292
44.725,-42.065,-76.917,55.28716,-5.36999,0.63765
45.162,-42.091,-74.847,43.43125,6.48593,0.61986
45.600,-42.047,-75.682,48.05254,1.86464,0.61474
46.044,-42.044,-76.593,53.39028,-3.47310,0.62427
46.471,-42.051,-75.520,47.14239,2.77479,0.61666
46.909,-42.033,-75.375,46.46424,3.45294,0.60719
47.353,-42.018,-77.222,57.57067,-7.65349,0.62818
47.782,-42.055,-75.432,46.64662,3.27055,0.61921
48.227,-42.047,-76.228,51.17619,-1.25901,0.62266
48.662,-42.047,-76.556,53.14228,-3.22511,0.63151
49.096,-42.064,-75.411,46.49133,3.42585,0.62211
49.535,-42.042,-75.584,47.54374,2.37344,0.61560
49.975,-42.042,-75.782,48.63795,1.27922,0.61209
50.411,-42.017,-75.623,47.89867,2.01851,0.60655
50.851,-42.005,-75.577,47.70856,2.20862,0.60050
51.281,-41.988,-76.007,50.22888,-0.31170,0.60135
51.718,-41.985,-77.098,56.97174,-7.05457,0.62070
52.165,-42.022,-76.700,54.18591,-4.26873,0.63241
52.603,-42.048,-76.752,54.35415,-4.43698,0.64458
53.038,-42.073,-74.459,41.62094,8.29623,0.62182
53.475,-42.027,-76.044,50.22122,-0.30405,0.62266
53.914,-42.022,-77.533,59.64137,-9.72419,0.64933
54.352,-42.103,-75.116,44.73703,5.18014,0.63512
54.788,-42.071,-76.814,54.59308,-4.67591,0.64795
55.227,-42.078,-77.010,55.79109,-5.87392,0.66406
55.662,-42.125,-75.532,46.81384,3.10333,0.65555
56.101,-42.099,-74.898,43.64437,6.27280,0.63834
56.532,-42.055,-76.482,52.64073,-2.72355,0.64581
56.974,-42.072,-75.929,49.30112,0.61605,0.64412
57.416,-42.072,-76.780,54.36993,-4.45276,0.65634
57.842,-42.093,-76.218,50.84351,-0.92633,0.65888
58.292,-42.092,-76.163,50.53134,-0.61417,0.66056
58.720,-42.112,-75.242,45.34217,4.57500,0.64801
59.164,-42.077,-76.714,53.93286,-4.01569,0.65903
59.609,-42.097,-76.238,50.94033,-1.02316,0.66183
60.048,-42.105,-76.483,52.35078,-2.43361,0.66851
60.476,-42.105,-74.417,41.26413,8.65304,0.64477
60.904,-42.058,-75.460,46.78552,3.13165,0.63618
61.344,-42.055,-76.553,53.07516,-3.15798,0.64485
61.790,-42.070,-76.542,52.91988,-3.00271,0.65308
62.227,-42.090,-75.123,44.83916,5.07801,0.63915
62.661,-42.062,-76.182,50.81371,-0.89653,0.64161
63.100,-42.045,-76.843,54.94564,-5.02846,0.65541
63.548,-42.079,-76.145,50.49926,-0.58209,0.65700
63.969,-42.094,-75.986,49.49866,0.41852,0.65585
64.417,-42.097,-76.339,51.53553,-1.61835,0.66029
64.848,-42.097,-75.489,46.72958,3.18759,0.65155
65.288,-42.077,-75.814,48.62480,1.29238,0.64801
65.726,-42.091,-75.753,48.20593,1.71124,0.64331
66.160,-42.069,-76.122,50.42657,-0.50939,0.64471
66.596,-42.084,-77.210,57.05492,-7.13775,0.66429
67.034,-42.128,-74.787,42.94442,6.97276,0.64516
67.472,-42.076,-74.999,44.27613,5.64104,0.62969
67.908,-42.037,-76.821,54.85529,-4.93812,0.64323
68.346,-42.069,-76.818,54.63090,-4.71373,0.65616
68.790,-42.091,-75.261,45.55045,4.36673,0.64419
69.227,-42.065,-76.896,55.15150,-5.23432,0.65854
69.672,-42.099,-75.350,45.98031,3.93686,0.64774
70.104,-42.082,-75.288,45.74254,4.17463,0.63629
70.540,-42.041,-77.444,58.90155,-8.98437,0.66094
70.975,-42.120,-76.161,50.35356,-0.43639,0.66213
71.413,-42.097,-74.737,42.85265,7.06453,0.64276
71.849,-42.065,-75.231,45.53203,4.38515,0.63073
72.281,-42.039,-74.817,43.54414,6.37303,0.61325
72.720,-41.995,-75.296,46.24506,3.67211,0.60318
73.160,-41.992,-76.593,53.70798,-3.79081,0.61357
73.602,-42.000,-75.463,47.11364,2.80354,0.60588
74.043,-41.985,-76.584,53.69768,-3.78050,0.61625
74.474,-42.011,-75.277,46.05614,3.86103,0.60566
74.908,-41.980,-75.673,48.38017,1.53700,0.60145
75.348,-41.969,-77.374,58.92085,-9.00368,0.62614
75.790,-42.013,-75.320,46.27515,3.64202,0.61615
76.219,-41.989,-75.644,48.16928,1.74789,0.61136
76.659,-41.990,-77.883,62.32114,-12.40397,0.64538
77.094,-42.049,-76.832,54.84777,-4.93060,0.65891
77.536,-42.080,-75.732,48.15153,1.76564,0.65406
77.974,-42.054,-75.197,45.40694,4.51024,0.64169
78.417,-42.040,-75.368,46.38507,3.53211,0.63200
78.848,-42.028,-76.959,55.78783,-5.87066,0.64811
79.285,-42.056,-75.365,46.28399,3.63318,0.63814
79.728,-42.035,-75.053,44.76565,5.15152,0.62401
80.162,-42.006,-75.806,48.97842,0.93876,0.62144
80.597,-41.997,-75.165,45.53905,4.37813,0.60943
81.027,-41.985,-75.220,45.89269,4.02448,0.59839
81.470,-41.958,-75.998,50.34675,-0.42957,0.59957
81.901,-41.959,-74.982,44.79039,5.12679,0.58550
82.337,-41.930,-78.017,63.73499,-13.81782,0.62341
82.798,-41.993,-75.465,47.15995,2.75723,0.61584
83.234,-41.992,-75.694,48.43332,1.48386,0.61177
83.659,-41.988,-75.517,47.47613,2.44104,0.60508
84.097,-41.973,-77.390,59.00043,-9.08325,0.62999
84.539,-42.010,-76.332,52.01109,-2.09391,0.63573
84.970,-42.023,-75.266,45.93389,3.98329,0.62481
85.409,-41.999,-77.638,60.52951,-10.61234,0.65392
85.839,-42.063,-77.241,57.40290,-7.48572,0.67445
86.283,-42.128,-75.082,44.42826,5.48892,0.65939
86.729,-42.073,-76.477,52.50775,-2.59058,0.66650
87.157,-42.100,-75.848,48.68452,1.23265,0.66312
87.600,-42.100,-76.385,51.78789,-1.87072,0.66825
88.032,-42.093,-75.812,48.52095,1.39622,0.66442
88.476,-42.097,-74.929,43.81199,6.10519,0.64767
88.910,-42.081,-74.748,42.98973,6.92745,0.62867
89.346,-42.013,-75.835,49.10208,0.81509,0.62644
89.782,-42.033,-77.936,62.39939,-12.48221,0.66068
90.235,-42.087,-75.622,47.50245,2.41472,0.65405
90.652,-42.091,-76.698,53.74382,-3.82665,0.66455
91.095,-42.110,-75.818,48.46075,1.45643,0.66055
91.533,-42.092,-75.347,45.99960,3.91757,0.64981
91.976,-42.071,-75.559,47.24853,2.66864,0.64249
92.408,-42.052,-75.399,46.48771,3.42946,0.63308
92.839,-42.053,-76.524,52.91263,-2.99546,0.64130
93.281,-42.054,-74.910,43.93552,5.98165,0.62489
93.722,-42.017,-77.774,61.35193,-11.43476,0.65625
94.169,-42.068,-76.252,51.18943,-1.27225,0.65974
94.599,-42.080,-76.609,53.26954,-3.35237,0.66894
95.037,-42.109,-76.367,51.62659,-1.70942,0.67363
95.465,-42.114,-76.197,50.60079,-0.68361,0.67550
95.909,-42.114,-76.008,49.51268,0.40449,0.67439
96.346,-42.098,-76.109,50.17900,-0.26183,0.67511
96.777,-42.131,-76.596,52.87391,-2.95673,0.68322
97.225,-42.160,-75.054,44.12592,5.79126,0.66734
97.660,-42.098,-76.563,52.87890,-2.96173,0.67546
98.098,-42.120,-76.658,53.32340,-3.40623,0.68480
98.537,-42.143,-76.021,49.41911,0.49806,0.68344
98.971,-42.125,-76.145,50.23574,-0.31856,0.68431
99.407,-42.142,-75.051,44.20154,5.71563,0.66863
99.848,-42.101,-74.859,43.44149,6.47568,0.65087
100.282,-42.059,-75.064,44.69799,5.21918,0.63656
100.727,-42.054,-77.082,56.42140,-6.50423,0.65440
101.160,-42.074,-75.047,44.52951,5.38767,0.63962
101.599,-42.033,-76.742,54.38087,-4.46370,0.65186
102.038,-42.074,-74.424,41.45015,8.46703,0.62864
102.478,-42.028,-77.302,58.03615,-8.11897,0.65091
102.908,-42.068,-75.161,45.15057,4.76660,0.63783
103.352,-42.033,-75.681,48.12314,1.79403,0.63291
103.783,-42.013,-75.198,45.63112,4.28605,0.62116
104.215,-42.001,-75.784,48.87826,1.03892,0.61831
104.664,-42.010,-76.401,52.42639,-2.50921,0.62519
105.089,-42.006,-75.272,46.05831,3.85887,0.61460
105.534,-41.984,-76.780,54.93282,-5.01565,0.62836
105.969,-42.012,-77.371,58.60633,-8.68915,0.65220
106.404,-42.060,-77.105,56.53076,-6.61358,0.67034
106.847,-42.108,-75.288,45.60235,4.31482,0.65850
107.416,-42.071,-75.970,49.54318,0.37400,0.65747
107.826,-42.082,-74.758,43.03690,6.88028,0.63860
108.272,-42.048,-76.681,53.90826,-3.99108,0.64955
108.713,-42.060,-75.021,44.46738,5.44980,0.63460
109.141,-42.043,-75.328,46.15905,3.75813,0.62429
109.582,-42.014,-77.451,59.13646,-9.21929,0.64958
110.015,-42.073,-77.132,56.61628,-6.69910,0.66796
110.455,-42.108,-75.135,44.80747,5.10971,0.65394
110.898,-42.077,-76.203,50.84949,-0.93232,0.65650
111.331,-42.072,-75.165,45.14946,4.76771,0.64342
111.764,-42.054,-74.646,42.61954,7.29764,0.62340
112.201,-42.018,-77.687,60.73748,-10.82031,0.65308
112.643,-42.080,-74.973,44.11943,5.79775,0.63718
113.082,-42.032,-77.086,56.58329,-6.66612,0.65546
113.519,-42.089,-75.542,47.05962,2.85755,0.64763
113.960,-42.065,-75.582,47.41044,2.50674,0.64075
114.397,-42.064,-77.518,59.25376,-9.33659,0.66636
114.832,-42.102,-75.200,45.17477,4.74240,0.65335
115.262,-42.077,-74.980,44.17098,5.74620,0.63759
115.709,-42.034,-77.169,57.11627,-7.19909,0.65734
116.144,-42.089,-75.984,49.51762,0.39956,0.65624
116.591,-42.086,-75.294,45.75214,4.16503,0.64482
117.012,-42.064,-75.283,45.81148,4.10570,0.63356
117.462,-42.007,-75.913,49.57925,0.33793,0.63263
117.893,-42.043,-75.544,47.31808,2.59910,0.62550
118.328,-42.010,-76.330,51.99709,-2.07991,0.63121
118.772,-42.034,-77.646,60.33717,-10.41999,0.65979
119.210,-42.087,-75.320,45.88000,4.03718,0.64871
119.648,-42.073,-75.653,47.75457,2.16260,0.64278
120.080,-42.054,-75.689,48.05862,1.85856,0.63768
120.525,-42.035,-76.986,55.91526,-5.99809,0.65414
120.951,-42.071,-76.555,52.98879,-3.07162,0.66256
121.389,-42.089,-74.464,41.56693,8.35025,0.63966
121.828,-42.057,-76.199,50.94219,-1.02501,0.64247
122.267,-42.059,-75.495,46.96795,2.94923,0.63438
122.705,-42.022,-75.468,47.02217,2.89501,0.62644
123.139,-42.015,-77.300,58.10937,-8.19220,0.64891
123.590,-42.067,-75.042,44.54093,5.37625,0.63416
124.021,-42.028,-76.323,51.84989,-1.93271,0.63946
124.451,-42.032,-76.196,51.07310,-1.15593,0.64263
124.916,-42.048,-75.270,45.82194,4.09523,0.63140
125.345,-42.015,-76.761,54.61534,-4.69816,0.64429
125.759,-42.054,-75.701,48.11741,1.79976,0.63935
126.210,-42.048,-75.488,46.98949,2.92769,0.63132
126.652,-42.036,-76.692,54.04720,-4.13003,0.64265
127.082,-42.047,-74.976,44.30632,5.61085,0.62726
127.515,-42.001,-76.619,53.81638,-3.89921,0.63795
127.960,-42.024,-77.344,58.34018,-8.42300,0.66106
128.397,-42.080,-75.037,44.44534,5.47184,0.64605
128.822,-42.038,-75.877,49.19317,0.72400,0.64406
129.265,-42.050,-75.954,49.56503,0.35215,0.64310
129.714,-42.040,-75.344,46.25630,3.66088,0.63306
130.139,-42.019,-76.534,53.17775,-3.26057,0.64200
130.575,-42.044,-76.053,50.17079,-0.25361,0.64269
131.017,-42.044,-75.553,47.36093,2.55625,0.63568
131.459,-42.030,-76.475,52.75596,-2.83879,0.64347
131.888,-42.038,-76.663,53.86197,-3.94479,0.65429
132.327,-42.070,-75.883,49.04924,0.86794,0.65191
132.772,-42.066,-75.102,44.85267,5.06450,0.63802
133.203,-42.010,-75.063,44.94188,4.97530,0.62437
133.648,-42.002,-76.943,55.85398,-5.93680,0.64065
134.082,-42.027,-76.913,55.50164,-5.58446,0.65597
134.519,-42.058,-75.131,45.04588,4.87130,0.64261
134.952,-42.031,-76.358,52.04001,-2.12284,0.64843
135.393,-42.041,-76.189,50.98039,-1.06322,0.65135
135.842,-42.042,-75.321,46.12817,3.78901,0.64096
136.259,-42.033,-75.782,48.68920,1.22797,0.63759
136.713,-42.028,-77.718,60.88354,-10.96637,0.66767
137.146,-42.088,-74.495,41.72189,8.19528,0.64519
137.579,-42.051,-75.386,46.42281,3.49436,0.63560
138.019,-42.034,-75.212,45.58845,4.32872,0.62373
138.459,-42.003,-75.425,46.89127,3.02590,0.61543
138.887,-41.997,-76.112,50.78858,-0.87141,0.61782
139.330,-41.994,-77.148,57.23612,-7.31895,0.63790
139.771,-42.031,-76.867,55.18617,-5.26899,0.65235
140.210,-42.053,-75.466,46.83934,3.07783,0.64391
140.654,-42.035,-76.990,55.94285,-6.02567,0.66044
141.082,-42.077,-75.093,44.75234,5.16483,0.64627
141.517,-42.044,-77.364,58.34330,-8.42613,0.66938
141.959,-42.077,-77.034,55.95926,-6.04209,0.68595
142.394,-42.115,-74.333,40.81921,9.09796,0.66100
142.830,-42.065,-74.257,40.70250,9.21468,0.63572
143.268,-42.005,-74.845,43.85634,6.06083,0.61910
143.705,-41.983,-75.436,47.05807,2.85910,0.61126
144.141,-41.975,-77.595,60.39059,-10.47341,0.63998
144.578,-42.022,-75.261,45.91346,4.00372,0.62900
145.013,-42.001,-75.352,46.50842,3.40876,0.61965
145.450,-41.987,-76.255,51.68410,-1.76693,0.62450
145.889,-42.004,-76.249,51.54759,-1.63041,0.62897
146.339,-42.008,-75.247,45.91816,3.99902,0.61800
146.767,-41.992,-75.075,45.09903,4.81815,0.60479
147.202,-41.964,-77.512,59.90243,-9.98526,0.63218
147.652,-42.028,-75.060,44.82997,5.08721,0.61822
148.081,-41.989,-76.352,52.26030,-2.34312,0.62465
148.517,-41.998,-77.619,60.40348,-10.48630,0.65341
148.956,-42.063,-75.406,46.46461,3.45257,0.64394
149.394,-42.024,-74.684,42.95302,6.96416,0.62484
149.835,-42.006,-75.247,45.92737,3.98980,0.61390
150.271,-41.967,-75.511,47.55614,2.36103,0.60742
150.709,-41.962,-76.654,54.27360,-4.35642,0.61937
151.139,-41.972,-76.794,55.09499,-5.17782,0.63357
151.581,-42.011,-76.402,52.42505,-2.50788,0.64045
152.021,-42.024,-75.620,47.84301,2.07416,0.63476
152.457,-42.008,-75.103,45.16047,4.75671,0.62171
152.888,-41.985,-76.245,51.63813,-1.72096,0.62643
153.332,-42.003,-78.044,63.39179,-13.47462,0.66339
153.767,-42.086,-75.747,48.19886,1.71831,0.65868
154.207,-42.074,-75.032,44.45545,5.46173,0.64370
154.645,-42.052,-77.064,56.31352,-6.39634,0.66124
155.082,-42.083,-75.745,48.20490,1.71228,0.65655
155.516,-42.061,-75.066,44.69197,5.22521,0.64222
155.956,-42.035,-75.199,45.51855,4.39862,0.63015
156.390,-42.028,-75.157,45.33377,4.58340,0.61758
156.820,-41.994,-75.414,46.88466,3.03251,0.60926
157.261,-41.964,-75.566,47.87093,2.04625,0.60365
157.705,-41.954,-76.238,51.78464,-1.86747,0.60877
158.141,-41.974,-76.245,51.70728,-1.79011,0.61368
158.581,-41.978,-76.287,51.93316,-2.01599,0.61921
159.023,-41.989,-77.019,56.43161,-6.51444,0.63708
159.455,-42.026,-77.476,59.22650,-9.30932,0.66261
159.895,-42.063,-74.683,42.75826,7.15892,0.64298
160.332,-42.032,-75.655,47.98883,1.92835,0.63769
160.767,-42.011,-75.500,47.25683,2.66034,0.63039
161.206,-42.008,-76.458,52.78419,-2.86701,0.63825
161.647,-42.017,-76.798,54.83217,-4.91499,0.65174
162.085,-42.043,-75.653,47.91588,2.00130,0.64625
162.524,-42.040,-75.138,45.17497,4.74220,0.63324
162.957,-41.998,-76.774,54.80617,-4.88899,0.64665
163.389,-42.040,-76.064,50.25428,-0.33710,0.64757
163.826,-42.022,-75.811,48.91367,1.00351,0.64482
164.267,-42.053,-76.688,53.91610,-3.99892,0.65579
164.713,-42.049,-75.503,47.06485,2.85232,0.64797
165.138,-42.060,-74.720,42.95057,6.96661,0.62886
165.581,-42.013,-75.588,47.72694,2.19024,0.62285
166.020,-42.017,-77.568,59.92188,-10.00470,0.65029
166.454,-42.053,-77.271,57.66673,-7.74955,0.67155
166.893,-42.099,-75.562,47.11372,2.80346,0.66386
167.331,-42.093,-76.767,54.16233,-4.24515,0.67550
167.768,-42.112,-75.690,47.74212,2.17506,0.66954
168.201,-42.093,-75.034,44.36518,5.55199,0.65431
168.642,-42.062,-75.744,48.31995,1.59723,0.64993
169.077,-42.056,-76.519,52.85856,-2.94139,0.65799
169.519,-42.080,-76.573,53.04444,-3.12727,0.66657
169.957,-42.106,-75.636,47.47901,2.43817,0.65988
170.395,-42.073,-75.085,44.72975,5.18743,0.64566
170.831,-42.050,-74.997,44.39766,5.51952,0.63052
171.265,-42.016,-76.457,52.73020,-2.81303,0.63823
171.695,-42.040,-77.024,56.12648,-6.20931,0.65526
172.145,-42.073,-74.602,42.31216,7.60501,0.63440
172.579,-42.025,-77.095,56.69219,-6.77502,0.65299
173.019,-42.043,-75.333,46.18324,3.73393,0.64275
173.463,-42.040,-76.237,51.26509,-1.34791,0.64644
173.892,-42.042,-76.973,55.78805,-5.87088,0.66255
174.330,-42.080,-75.008,44.29784,5.61934,0.64713
174.772,-42.063,-74.842,43.54891,6.36827,0.62967
175.208,-42.015,-75.356,46.45944,3.45773,0.62018
175.642,-42.003,-75.848,49.23370,0.68348,0.61831
176.081,-41.985,-77.051,56.66225,-6.74507,0.63681
176.514,-42.027,-76.317,51.81897,-1.90180,0.64202
176.956,-42.047,-75.950,49.55863,0.35855,0.64104
177.393,-42.038,-75.630,47.81884,2.09834,0.63529
177.829,-42.023,-75.964,49.78155,0.13563,0.63491
178.271,-42.019,-76.623,53.73094,-3.81376,0.64537
178.709,-42.044,-76.559,53.17789,-3.26071,0.65432
179.142,-42.059,-75.715,48.16951,1.74766,0.64952
179.591,-42.055,-75.693,48.07190,1.84528,0.64446
180.019,-42.034,-77.485,59.23194,-9.31476,0.67001
180.451,-42.109,-74.968,43.94507,5.97210,0.65363
180.891,-42.057,-76.015,49.87484,0.04234,0.65351
181.333,-42.067,-75.807,48.64295,1.27422,0.65002
181.771,-42.053,-77.042,56.16357,-6.24639,0.66715
182.206,-42.085,-75.793,48.46560,1.45158,0.66317
182.642,-42.089,-75.708,47.96561,1.95157,0.65782
183.081,-42.073,-76.133,50.46532,-0.54814,0.65932
183.516,-42.081,-77.033,55.92437,-6.00720,0.67580
183.957,-42.109,-74.727,42.74598,7.17120,0.65613
184.389,-42.074,-75.114,44.87504,5.04214,0.64230
184.833,-42.037,-75.387,46.50781,3.40937,0.63295
185.271,-42.007,-76.579,53.52979,-3.61262,0.64286
185.703,-42.020,-75.877,49.30093,0.61625,0.64117
186.150,-42.027,-76.421,52.44698,-2.52980,0.64811
186.580,-42.028,-76.416,52.40450,-2.48732,0.65493
187.016,-42.050,-77.231,57.41407,-7.49689,0.67549
187.456,-42.107,-75.108,44.67050,5.24668,0.66110
187.893,-42.070,-74.508,41.87111,8.04606,0.63903
188.334,-42.016,-77.284,57.99800,-8.08083,0.66120
188.767,-42.065,-74.825,43.45216,6.46502,0.64346
189.201,-42.037,-75.122,45.10600,4.81118,0.63027
189.642,-42.012,-76.946,55.80808,-5.89090,0.64642
190.084,-42.043,-76.404,52.24366,-2.32649,0.65281
190.521,-42.051,-74.896,43.87773,6.03945,0.63624
190.952,-42.027,-75.064,44.86020,5.05698,0.62237
191.389,-41.998,-76.002,50.14406,-0.22689,0.62299
191.832,-41.990,-75.038,44.91214,5.00503,0.60926
192.276,-41.979,-77.200,57.68795,-7.77078,0.63058
192.695,-42.003,-77.603,60.25923,-10.34205,0.65894
193.139,-42.057,-76.522,52.87825,-2.96108,0.66707
193.578,-42.073,-75.275,45.72043,4.19675,0.65556
194.016,-42.054,-76.930,55.44215,-5.52497,0.67071
194.458,-42.086,-75.007,44.26713,5.65005,0.65521
194.891,-42.051,-75.271,45.81405,4.10312,0.64396
195.329,-42.041,-77.110,56.68174,-6.76456,0.66251
195.771,-42.064,-76.889,55.11121,-5.19403,0.67676
196.206,-42.113,-75.348,45.89144,4.02573,0.66572
196.644,-42.068,-75.133,45.00724,4.90994,0.65225
197.074,-42.049,-75.706,48.17544,1.74174,0.64747
197.514,-42.032,-76.257,51.43391,-1.51674,0.65163
197.953,-42.048,-74.974,44.28669,5.63048,0.63619
198.393,-42.011,-76.717,54.36167,-4.44450,0.64838
198.832,-42.030,-76.631,53.70860,-3.79142,0.65878
199.273,-42.058,-75.395,46.43590,3.48127,0.64923
199.705,-42.034,-76.042,50.16444,-0.24726,0.64991
200.141,-42.034,-75.370,46.43250,3.48468,0.64035
200.582,-42.025,-75.579,47.60805,2.30912,0.63402
201.013,-42.019,-76.138,50.81112,-0.89394,0.63647
201.451,-42.022,-75.350,46.38719,3.52999,0.62679
201.890,-42.004,-76.570,53.49365,-3.57647,0.63660
202.318,-42.033,-77.192,57.27022,-7.35304,0.65676
202.766,-42.066,-75.764,48.40650,1.51067,0.65262
203.204,-42.049,-76.614,53.48721,-3.57003,0.66241
203.643,-42.078,-76.812,54.53715,-4.61997,0.67509
204.077,-42.090,-74.417,41.33888,8.57829,0.65156
204.517,-42.050,-75.304,45.99550,3.92168,0.64080
204.969,-42.004,-75.736,48.59832,1.31885,0.63718
205.419,-42.012,-75.902,49.48877,0.42841,0.63601
205.842,-42.014,-76.447,52.68289,-2.76571,0.64359
206.281,-42.038,-75.716,48.29521,1.62196,0.63914
206.722,-42.030,-76.373,52.13742,-2.22025,0.64523
207.149,-42.044,-75.202,45.48804,4.42914,0.63309
