timestamp_s,s1_dbm,s2_dbm,r,error,offset_V
43.431,-40.077,-65.587,18.85785,0.14727,3.53300
43.864,-40.119,-65.496,18.57219,-0.13839,3.53439
44.411,-40.066,-65.435,18.55602,-0.15455,3.53593
44.852,-40.067,-65.789,19.32358,0.61301,3.52980
45.398,-40.162,-65.822,19.18766,0.47708,3.52503
45.847,-40.122,-65.467,18.50371,-0.20686,3.52710
46.278,-40.113,-65.966,19.61700,0.90643,3.51803
46.825,-40.187,-65.570,18.58431,-0.12627,3.51930
47.401,-40.132,-65.319,18.17036,-0.54021,3.52470
48.004,-40.138,-65.438,18.40875,-0.30182,3.52772
48.456,-40.140,-65.231,17.97069,-0.73989,3.53512
48.912,-40.035,-65.388,18.52099,-0.18959,3.53701
49.439,-40.084,-65.338,18.30994,-0.40064,3.54102
49.890,-40.041,-65.458,18.65762,-0.05295,3.54155
50.430,-40.027,-65.593,18.97899,0.26841,3.53886
50.975,-40.025,-65.451,18.67656,-0.03402,3.53920
51.518,-40.023,-65.339,18.44105,-0.26953,3.54190
52.085,-40.010,-65.424,18.65124,-0.05934,3.54249
52.510,-40.019,-65.737,19.31563,0.60506,3.53644
53.050,-40.061,-65.228,18.12722,-0.58335,3.54228
53.493,-40.000,-65.744,19.37374,0.66317,3.53564
53.935,-40.028,-65.469,18.70916,-0.00142,3.53566
54.368,-40.021,-65.416,18.61083,-0.09975,3.53666
54.816,-40.021,-65.582,18.96921,0.25864,3.53407
55.248,-40.046,-65.495,18.72614,0.01557,3.53391
55.679,-40.026,-65.531,18.84581,0.13523,3.53256
56.118,-40.058,-65.494,18.69784,-0.01273,3.53269
56.796,-40.032,-65.628,19.04523,0.33465,3.52934
57.214,-40.022,-65.438,18.65528,-0.05530,3.52990
57.648,-40.037,-65.330,18.39446,-0.31612,3.53306
58.202,-39.999,-65.297,18.40176,-0.30881,3.53614
58.630,-40.008,-65.864,19.62513,0.91455,3.52700
59.183,-40.044,-65.379,18.48043,-0.23014,3.52930
59.610,-40.033,-65.585,18.94949,0.23891,3.52691
60.172,-40.072,-65.396,18.45882,-0.25176,3.52943
60.717,-40.036,-65.191,18.10211,-0.60847,3.53551
61.143,-40.012,-65.519,18.85139,0.14081,3.53411
61.690,-39.998,-65.697,19.27303,0.56246,3.52848
62.246,-40.037,-65.703,19.19978,0.48920,3.52359
62.778,-40.049,-65.368,18.44800,-0.26258,3.52621
63.256,-40.047,-65.346,18.40660,-0.30397,3.52925
63.873,-40.019,-65.441,18.66890,-0.04167,3.52967
64.316,-40.048,-65.780,19.34642,0.63585,3.52331
64.868,-40.050,-65.466,18.65590,-0.05467,3.52386
65.426,-40.025,-65.740,19.30789,0.59731,3.51789
65.957,-40.056,-65.871,19.53211,0.82154,3.50967
66.511,-40.118,-65.588,18.77126,0.06068,3.50906
67.101,-40.099,-65.543,18.71510,0.00453,3.50902
67.499,-40.092,-65.313,18.24109,-0.46948,3.51371
68.046,-40.092,-65.252,18.11289,-0.59768,3.51969
68.480,-40.033,-65.526,18.82203,0.11145,3.51858
69.096,-40.046,-65.311,18.33460,-0.37598,3.52234
69.730,-40.035,-65.570,18.91297,0.20239,3.52031
70.234,-40.046,-65.396,18.51390,-0.19668,3.52228
70.776,-40.044,-65.688,19.15145,0.44088,3.51787
71.209,-40.041,-65.687,19.15437,0.44380,3.51343
71.762,-40.057,-65.530,18.77965,0.06908,3.51274
72.309,-40.078,-65.519,18.70719,-0.00339,3.51278
72.743,-40.087,-65.560,18.77664,0.06607,3.51211
73.395,-40.099,-65.322,18.24520,-0.46537,3.51677
73.847,-40.077,-65.471,18.60739,-0.10318,3.51780
74.381,-40.060,-65.341,18.36573,-0.34485,3.52125
74.925,-40.049,-65.342,18.39184,-0.31874,3.52444
75.364,-40.009,-65.224,18.22819,-0.48239,3.52926
75.803,-39.973,-65.627,19.17419,0.46362,3.52462
76.239,-40.013,-65.621,19.07320,0.36262,3.52100
76.682,-40.022,-65.414,18.60262,-0.10795,3.52208
77.120,-40.025,-65.453,18.67931,-0.03127,3.52239
77.552,-40.028,-65.384,18.52808,-0.18249,3.52421
78.095,-40.000,-65.660,19.18662,0.47604,3.51945
78.709,-40.036,-65.040,17.79143,-0.91914,3.52865
79.117,-39.999,-65.625,19.11201,0.40143,3.52463
79.732,-40.001,-65.383,18.58157,-0.12900,3.52592
80.175,-39.996,-65.504,18.85313,0.14256,3.52450
80.769,-39.980,-65.386,18.63363,-0.07695,3.52527
81.277,-39.994,-65.751,19.40090,0.69033,3.51836
81.712,-40.030,-65.365,18.48319,-0.22739,3.52064
82.258,-40.044,-65.920,19.67092,0.96035,3.51103
82.905,-40.078,-65.640,18.97249,0.26191,3.50841
83.461,-40.107,-65.536,18.68400,-0.02657,3.50868
83.897,-40.060,-65.415,18.52553,-0.18505,3.51053
84.447,-40.050,-65.874,19.55323,0.84266,3.50210
84.976,-40.099,-65.210,18.01132,-0.69925,3.50910
85.422,-40.047,-64.799,17.28246,-1.42812,3.52338
85.868,-39.994,-65.555,18.96800,0.25742,3.52080
86.406,-39.994,-65.587,19.03852,0.32794,3.51752
86.845,-39.999,-65.615,19.08965,0.37907,3.51373
87.278,-40.081,-65.542,18.75097,0.04040,3.51333
87.833,-39.992,-65.465,18.77815,0.06758,3.51265
88.381,-40.030,-65.662,19.12511,0.41454,3.50851
88.947,-40.043,-65.601,18.96109,0.25052,3.50600
89.479,-40.075,-65.244,18.13168,-0.57889,3.51179
89.916,-40.026,-65.433,18.63614,-0.07443,3.51254
90.463,-40.014,-65.365,18.51745,-0.19313,3.51447
90.894,-39.988,-65.488,18.83660,0.12602,3.51321
91.446,-40.010,-65.374,18.54421,-0.16637,3.51487
92.069,-40.028,-65.270,18.28519,-0.42539,3.51912
92.652,-39.980,-65.690,19.29882,0.58824,3.51324
93.089,-40.028,-65.428,18.62088,-0.08969,3.51414
93.662,-40.007,-65.737,19.34236,0.63179,3.50782
94.066,-40.021,-65.820,19.49580,0.78522,3.49997
94.615,-40.056,-65.498,18.71142,0.00084,3.49996
95.163,-40.105,-65.701,19.04563,0.33506,3.49661
95.716,-40.065,-66.048,19.91369,1.20312,3.48458
96.145,-40.163,-65.454,18.38867,-0.32191,3.48780
96.688,-40.126,-64.949,17.42326,-1.28732,3.50067
97.138,-40.101,-65.427,18.46449,-0.24609,3.50313
97.763,-40.040,-65.451,18.64556,-0.06501,3.50378
98.329,-40.039,-65.866,19.55965,0.84907,3.49529
98.986,-40.068,-65.275,18.21195,-0.49862,3.50028
99.537,-40.055,-65.627,18.99325,0.28268,3.49745
100.182,-40.060,-65.695,19.13018,0.41960,3.49325
100.833,-40.090,-65.876,19.46825,0.75767,3.48568
101.390,-40.121,-65.831,19.29818,0.58760,3.47980
101.831,-40.169,-65.578,18.63907,-0.07150,3.48052
102.264,-40.203,-65.691,18.81022,0.09964,3.47952
102.822,-40.197,-65.708,18.86092,0.15034,3.47802
103.368,-40.192,-65.314,18.03376,-0.67681,3.48478
103.805,-40.126,-65.554,18.68302,-0.02756,3.48506
104.291,-40.127,-65.574,18.72240,0.01183,3.48494
104.688,-40.133,-65.424,18.38973,-0.32084,3.48815
105.260,-40.115,-65.438,18.45625,-0.25433,3.49069
105.680,-40.088,-65.407,18.44921,-0.26136,3.49331
106.259,-40.092,-65.365,18.35034,-0.36024,3.49691
107.074,-40.048,-65.657,19.07435,0.36377,3.49327
107.629,-40.084,-65.530,18.72156,0.01099,3.49316
108.183,-40.099,-65.417,18.44554,-0.26503,3.49581
108.614,-40.025,-65.643,19.09449,0.38391,3.49197
109.164,-40.091,-65.542,18.73039,0.01981,3.49177
109.714,-40.068,-65.524,18.74071,0.03014,3.49147
110.148,-40.098,-65.341,18.28731,-0.42327,3.49571
110.701,-40.019,-65.656,19.13643,0.42585,3.49145
111.133,-40.069,-65.496,18.67924,-0.03133,3.49176
111.686,-40.073,-65.376,18.41432,-0.29626,3.49472
112.216,-40.052,-65.563,18.86087,0.15029,3.49322
112.772,-40.077,-65.876,19.49546,0.78488,3.48537
113.203,-40.066,-65.726,19.18677,0.47620,3.48061
113.773,-40.144,-65.618,18.78138,0.07080,3.47990
114.301,-40.136,-65.599,18.75703,0.04645,3.47944
114.733,-40.160,-65.568,18.63806,-0.07251,3.48016
115.178,-40.153,-65.278,18.03955,-0.67103,3.48687
115.619,-40.103,-65.860,19.40214,0.69156,3.47996
116.161,-40.147,-65.948,19.50222,0.79165,3.47204
116.707,-40.157,-65.519,18.53912,-0.17146,3.47376
117.146,-40.141,-65.410,18.34206,-0.36851,3.47744
117.693,-40.128,-65.589,18.75142,0.04084,3.47703
118.238,-40.172,-65.491,18.44761,-0.26297,3.47966
118.669,-40.118,-65.709,19.03554,0.32497,3.47641
119.111,-40.123,-65.692,18.98685,0.27627,3.47365
119.547,-40.186,-65.812,19.11138,0.40080,3.46964
120.100,-40.167,-65.413,18.29218,-0.41840,3.47383
120.639,-40.154,-65.460,18.42026,-0.29031,3.47673
121.086,-40.157,-65.712,18.95616,0.24559,3.47427
121.519,-40.169,-65.578,18.64045,-0.07013,3.47497
122.066,-40.170,-65.489,18.44770,-0.26288,3.47760
122.613,-40.160,-65.514,18.52387,-0.18671,3.47947
123.061,-40.153,-65.780,19.11273,0.40215,3.47545
123.489,-40.138,-65.544,18.63345,-0.07713,3.47622
123.921,-40.152,-65.862,19.29772,0.58715,3.47035
124.478,-40.185,-65.672,18.81011,0.09954,3.46935
125.026,-40.205,-65.487,18.36976,-0.34081,3.47276
125.568,-40.128,-65.779,19.16691,0.45634,3.46820
126.117,-40.164,-65.550,18.59044,-0.12014,3.46940
126.694,-40.154,-65.433,18.36470,-0.34587,3.47286
127.209,-40.164,-65.591,18.67699,-0.03358,3.47319
127.769,-40.150,-65.509,18.53333,-0.17724,3.47497
128.194,-40.180,-65.521,18.49347,-0.21710,3.47714
128.737,-40.142,-65.523,18.58058,-0.13000,3.47844
129.178,-40.158,-65.308,18.09352,-0.61706,3.48461
129.620,-40.108,-65.335,18.25465,-0.45592,3.48917
130.058,-40.068,-65.694,19.11196,0.40138,3.48515
130.492,-40.073,-65.454,18.57913,-0.13144,3.48647
130.931,-40.086,-65.916,19.56604,0.85547,3.47791
131.369,-40.113,-65.548,18.69628,-0.01429,3.47806
131.810,-40.108,-65.199,17.97187,-0.73870,3.48544
132.237,-40.073,-65.442,18.55444,-0.15613,3.48700
132.681,-40.088,-65.679,19.03532,0.32475,3.48376
133.221,-40.065,-65.667,19.06087,0.35030,3.48025
133.804,-40.114,-65.435,18.45231,-0.25827,3.48284
134.318,-40.037,-65.503,18.76092,0.05035,3.48233
135.047,-40.081,-65.674,19.03936,0.32879,3.47904
135.632,-40.106,-65.254,18.08898,-0.62160,3.48526
136.176,-40.046,-65.193,18.08502,-0.62556,3.49152
136.612,-39.992,-65.739,19.37989,0.66931,3.48482
137.047,-40.057,-65.723,19.20168,0.49111,3.47991
137.485,-40.104,-65.505,18.62284,-0.08774,3.48079
137.932,-40.073,-65.250,18.14972,-0.56086,3.48640
138.362,-40.044,-65.196,18.09717,-0.61340,3.49253
138.806,-40.023,-65.465,18.71013,-0.00045,3.49254
139.233,-40.010,-65.494,18.80299,0.09242,3.49161
139.969,-40.024,-65.745,19.32272,0.61215,3.48549
140.657,-40.006,-65.480,18.78182,0.07125,3.48478
141.220,-40.048,-65.390,18.49578,-0.21479,3.48693
141.647,-40.053,-65.395,18.49683,-0.21375,3.48906
142.195,-40.023,-65.801,19.44959,0.73902,3.48167
142.928,-40.072,-65.478,18.63388,-0.07669,3.48244
143.500,-40.019,-65.537,18.87629,0.16572,3.48078
144.062,-40.042,-65.386,18.50271,-0.20786,3.48286
144.489,-40.072,-65.333,18.32496,-0.38562,3.48672
144.922,-40.014,-65.655,19.14554,0.43497,3.48237
145.373,-40.039,-65.608,18.98631,0.27574,3.47961
145.798,-40.078,-65.345,18.33778,-0.37279,3.48334
146.340,-40.059,-65.380,18.45213,-0.25844,3.48592
146.892,-39.994,-65.571,19.00489,0.29432,3.48298
147.436,-40.041,-65.574,18.90725,0.19667,3.48101
147.876,-40.071,-65.845,19.43871,0.72814,3.47373
148.314,-40.083,-65.304,18.23998,-0.47059,3.47844
148.747,-40.044,-65.647,19.06217,0.35160,3.47492
149.185,-40.059,-65.657,19.05162,0.34104,3.47151
149.629,-40.086,-65.314,18.25637,-0.45420,3.47605
150.061,-40.050,-65.797,19.38084,0.67026,3.46935
150.699,-40.077,-65.699,19.10161,0.39103,3.46544
151.273,-40.078,-65.362,18.37231,-0.33826,3.46882
151.706,-40.088,-65.509,18.66538,-0.04519,3.46928
152.257,-40.076,-65.444,18.55354,-0.15704,3.47085
152.686,-40.053,-65.562,18.85706,0.14648,3.46938
153.230,-40.117,-65.820,19.28227,0.57169,3.46366
153.680,-40.102,-65.453,18.51472,-0.19586,3.46562
154.104,-40.088,-65.438,18.51281,-0.19777,3.46760
154.544,-40.091,-65.535,18.71581,0.00523,3.46755
154.994,-40.084,-65.692,19.07153,0.36096,3.46394
155.428,-40.092,-65.250,18.10950,-0.60108,3.46995
155.869,-40.095,-65.073,17.73829,-0.97228,3.47967
156.407,-40.012,-65.620,19.07407,0.36350,3.47604
156.849,-40.035,-65.607,18.99284,0.28227,3.47321
157.386,-40.044,-65.372,18.46826,-0.24231,3.47564
157.962,-40.061,-65.776,19.30798,0.59741,3.46966
158.370,-40.077,-65.733,19.17820,0.46763,3.46499
158.923,-40.095,-65.414,18.44745,-0.26313,3.46762
159.360,-40.057,-65.552,18.82679,0.11621,3.46646
159.791,-40.068,-65.396,18.46577,-0.24481,3.46890
160.350,-40.056,-65.739,19.23745,0.52687,3.46364
160.928,-40.123,-65.407,18.37449,-0.33609,3.46700
161.453,-40.056,-65.544,18.81005,0.09947,3.46600
161.977,-40.114,-65.655,18.92436,0.21379,3.46386
162.572,-40.081,-65.127,17.87682,-0.83375,3.47220
163.080,-40.066,-65.665,19.05183,0.34126,3.46879
163.517,-40.106,-65.729,19.10403,0.39345,3.46485
164.059,-40.107,-65.446,18.49135,-0.21922,3.46705
164.730,-40.064,-65.599,18.91284,0.20226,3.46502
165.159,-40.095,-65.487,18.60222,-0.10835,3.46611
165.710,-40.093,-65.696,19.06109,0.35052,3.46260
166.254,-40.070,-65.543,18.77729,0.06671,3.46194
166.798,-40.127,-65.740,19.08374,0.37316,3.45820
167.242,-40.124,-65.567,18.71503,0.00445,3.45816
167.687,-40.104,-65.366,18.32795,-0.38262,3.46199
168.221,-40.070,-65.418,18.50981,-0.20076,3.46399
168.834,-40.072,-65.736,19.19518,0.48461,3.45915
169.312,-40.078,-65.363,18.37499,-0.33559,3.46250
169.760,-40.103,-65.405,18.41111,-0.29946,3.46550
170.325,-40.053,-65.426,18.56291,-0.14767,3.46697
170.842,-40.058,-65.276,18.23548,-0.47509,3.47172
171.392,-40.036,-65.393,18.52840,-0.18218,3.47355
171.938,-40.023,-65.218,18.18710,-0.52347,3.47878
172.376,-39.974,-65.578,19.06368,0.35310,3.47525
172.923,-40.021,-65.524,18.84258,0.13201,3.47393
173.361,-40.000,-65.322,18.45404,-0.25654,3.47650
173.792,-40.000,-65.823,19.55074,0.84017,3.46809
174.229,-40.061,-65.405,18.50174,-0.20883,3.47018
174.682,-40.016,-65.399,18.58571,-0.12487,3.47143
175.216,-39.992,-65.333,18.49370,-0.21687,3.47360
175.765,-39.972,-65.408,18.69915,-0.01142,3.47371
176.322,-40.032,-65.569,18.91738,0.20681,3.47165
176.860,-40.000,-65.385,18.58885,-0.12172,3.47286
177.397,-40.007,-65.349,18.49546,-0.21511,3.47501
178.034,-39.986,-65.347,18.53732,-0.17326,3.47675
178.605,-39.994,-65.334,18.49105,-0.21952,3.47894
179.164,-39.950,-65.378,18.68171,-0.02886,3.47923
179.707,-39.970,-65.413,18.71178,0.00121,3.47922
180.252,-39.952,-65.485,18.90828,0.19770,3.47724
180.682,-39.979,-65.557,19.00563,0.29505,3.47429
181.237,-39.988,-65.816,19.56248,0.85191,3.46577
181.672,-40.025,-65.050,17.83369,-0.87688,3.47454
182.128,-39.955,-65.385,18.68381,-0.02676,3.47481
182.549,-39.989,-65.805,19.53481,0.82424,3.46657
182.975,-40.017,-65.299,18.36914,-0.34144,3.46998
183.417,-39.980,-65.602,19.10299,0.39242,3.46606
183.860,-40.011,-65.484,18.77848,0.06791,3.46538
184.404,-40.025,-65.488,18.75544,0.04486,3.46493
184.849,-40.006,-65.463,18.74287,0.03230,3.46461
185.395,-40.025,-65.654,19.11946,0.40889,3.46052
185.834,-40.048,-65.899,19.61327,0.90270,3.45149
186.369,-40.077,-65.296,18.23755,-0.47303,3.45622
186.936,-40.059,-65.365,18.41932,-0.29125,3.45913
187.364,-40.063,-65.528,18.75896,0.04839,3.45865
187.921,-40.061,-65.605,18.93183,0.22126,3.45644
188.449,-40.065,-65.899,19.57384,0.86326,3.44780
188.995,-40.111,-65.462,18.51493,-0.19565,3.44976
189.705,-40.109,-65.260,18.09574,-0.61483,3.45591
190.200,-40.090,-65.421,18.47321,-0.23736,3.45828
190.754,-40.046,-65.544,18.83150,0.12093,3.45707
191.188,-40.069,-65.365,18.40024,-0.31033,3.46018
191.761,-40.025,-65.351,18.46388,-0.24670,3.46264
192.175,-40.022,-65.424,18.62458,-0.08600,3.46350
192.613,-40.002,-65.192,18.17680,-0.53377,3.46884
193.155,-40.012,-65.679,19.20062,0.49005,3.46394
193.804,-40.027,-65.408,18.58047,-0.13011,3.46524
194.369,-39.996,-65.601,19.06711,0.35654,3.46168
194.797,-40.023,-65.555,18.90437,0.19379,3.45974
195.347,-40.030,-65.518,18.81078,0.10021,3.45874
195.896,-40.013,-65.432,18.66124,-0.04933,3.45923
196.452,-40.007,-65.829,19.54902,0.83844,3.45084
196.979,-40.076,-65.147,17.92952,-0.78106,3.45866
197.524,-40.032,-65.521,18.81267,0.10210,3.45763
198.070,-40.040,-65.265,18.24926,-0.46131,3.46225
198.725,-40.034,-65.526,18.81713,0.10655,3.46118
199.381,-40.056,-65.353,18.40208,-0.30850,3.46427
199.973,-39.981,-65.431,18.72803,0.01745,3.46409
200.373,-40.048,-65.636,19.02757,0.31699,3.46092
200.922,-40.009,-65.579,18.99043,0.27985,3.45812
201.354,-40.018,-65.267,18.29928,-0.41130,3.46224
201.797,-40.025,-65.643,19.09497,0.38440,3.45839
202.345,-40.023,-65.346,18.45635,-0.25423,3.46094
202.922,-40.006,-65.761,19.39854,0.68796,3.45406
203.436,-40.041,-65.494,18.73538,0.02481,3.45381
204.085,-40.031,-65.560,18.89953,0.18895,3.45192
204.659,-40.031,-65.397,18.54818,-0.16240,3.45354
205.074,-40.025,-65.720,19.26382,0.55324,3.44801
205.620,-40.070,-65.133,17.91316,-0.79741,3.45598
206.058,-40.045,-65.198,18.09772,-0.61286,3.46211
206.701,-39.986,-65.745,19.40661,0.69604,3.45515
207.273,-40.061,-65.539,18.78741,0.07683,3.45438
207.701,-40.038,-65.396,18.53216,-0.17842,3.45617
208.244,-40.024,-65.492,18.76690,0.05632,3.45560
208.791,-40.079,-65.576,18.83133,0.12075,3.45440
209.241,-40.022,-65.378,18.52851,-0.18206,3.45622
209.666,-40.017,-65.331,18.43751,-0.27307,3.45895
210.113,-40.021,-65.860,19.58741,0.87684,3.45018
210.564,-40.036,-65.628,19.03705,0.32647,3.44691
210.978,-40.086,-65.293,18.21251,-0.49806,3.45190
211.409,-40.040,-65.467,18.67761,-0.03297,3.45223
211.856,-40.051,-65.570,18.87783,0.16726,3.45055
212.399,-40.024,-65.803,19.45023,0.73966,3.44316
212.950,-40.095,-65.461,18.54777,-0.16281,3.44478
213.497,-40.065,-65.097,17.84944,-0.86114,3.45340
213.939,-40.037,-65.783,19.37758,0.66700,3.44673
214.478,-40.048,-65.585,18.91557,0.20499,3.44468
214.922,-40.074,-65.143,17.92444,-0.78613,3.45254
215.361,-40.022,-65.360,18.48810,-0.22248,3.45476
215.917,-40.070,-65.607,18.91675,0.20617,3.45270
216.695,-40.018,-65.420,18.62559,-0.08499,3.45355
217.220,-40.019,-65.571,18.95073,0.24016,3.45115
217.864,-40.044,-65.799,19.39692,0.68634,3.44428
218.408,-40.090,-65.532,18.71169,0.00112,3.44427
218.857,-40.076,-65.378,18.41158,-0.29899,3.44726
219.412,-40.049,-65.693,19.15018,0.43960,3.44287
220.016,-40.080,-65.535,18.74003,0.02946,3.44257
220.541,-40.101,-65.399,18.40154,-0.30903,3.44566
221.058,-40.048,-65.718,19.20799,0.49742,3.44069
221.491,-40.073,-65.381,18.42579,-0.28479,3.44354
221.922,-40.063,-65.342,18.36478,-0.34580,3.44700
222.360,-40.022,-65.661,19.14053,0.42996,3.44270
222.904,-40.051,-65.806,19.39703,0.68645,3.43583
223.444,-40.134,-65.220,17.95929,-0.75129,3.44334
224.003,-40.073,-65.610,18.91530,0.20472,3.44130
224.661,-40.124,-65.809,19.24283,0.53226,3.43597
225.207,-40.111,-65.494,18.58491,-0.12567,3.43723
225.854,-40.105,-65.561,18.74172,0.03114,3.43692
226.403,-40.087,-65.373,18.37863,-0.33195,3.44024
226.975,-40.064,-65.516,18.73324,0.02267,3.44001
227.402,-40.115,-65.571,18.74239,0.03182,3.43969
227.827,-40.055,-65.902,19.60475,0.89417,3.43075
228.378,-40.167,-65.416,18.30044,-0.41014,3.43485
228.957,-40.109,-65.740,19.12375,0.41318,3.43072
229.358,-40.119,-65.261,18.07400,-0.63657,3.43709
229.798,-40.089,-65.398,18.42595,-0.28463,3.43993
230.231,-40.123,-65.437,18.43906,-0.27151,3.44265
230.673,-40.062,-65.687,19.10827,0.39770,3.43867
231.110,-40.076,-65.818,19.36731,0.65674,3.43210
231.548,-40.146,-65.182,17.85613,-0.85444,3.44065
231.998,-40.079,-65.122,17.87079,-0.83979,3.44905
232.622,-40.036,-65.348,18.43396,-0.27661,3.45181
233.077,-40.036,-65.632,19.04589,0.33532,3.44846
233.513,-40.041,-65.558,18.87406,0.16349,3.44682
234.057,-40.066,-65.755,19.25182,0.54125,3.44141
234.664,-40.081,-65.778,19.26828,0.55770,3.43584
235.160,-40.079,-65.279,18.19659,-0.51398,3.44098
235.789,-40.070,-65.682,19.08213,0.37156,3.43726
236.248,-40.083,-65.313,18.25945,-0.45113,3.44177
236.686,-40.056,-65.717,19.18978,0.47920,3.43698
237.243,-40.099,-65.693,19.04262,0.33205,3.43366
237.664,-40.089,-65.350,18.32433,-0.38624,3.43752
238.228,-40.079,-65.431,18.51746,-0.19312,3.43945
238.767,-40.076,-65.257,18.15741,-0.55316,3.44498
239.197,-40.025,-65.337,18.43459,-0.27599,3.44774
239.634,-40.028,-65.857,19.56363,0.85305,3.43921
